id,name,fileName,areaEffectSize,scale
399,"Arcane Missile","Spells\Arcane_Missile.mdx",0,0
401,"Arcane Impact Chest","Spells\Magic_Impact_Chest.mdx",0,0
402,"Sap Impact Head","Spells\Sap_Impact_Chest.mdx",0,1
403,"Sap Cast Base","Spells\Sap_Cast_Base.mdx",0,1
404,"Cheap Shot Impact","Spells\CheapShot_Impact_Chest.mdx",0,0
405,"Arcane Missile Lvl 1","Spells\Arcane_Missile_Lvl1.mdx",0,0
406,"Arcane Missile Lvl 2","Spells\Arcane_Missile_Lvl2.mdx",0,0
407,"Arcane Missile Lvl 3","Spells\Arcane_Missile_Lvl3.mdx",0,0
408,"Arcane Missile Lvl 4","Spells\Arcane_Missile_Lvl4.mdx",0,0
409,"Polymorph Impact Base","Spells\Polymorph_Impact_Base.mdx",0,0
410,"HolyLight Impact Head","Spells\HolyLight_Impact_Head.mdx",0,0
411,"Totem Cleansing SpellObject","Spells\TotemB_SpellObject.mdx",0,0
412,"HolyWord Fortitude Impact Base","Spells\HolyWord_Fortitude_Impact_Base.mdx",0,0
413,"ShadowWordBefuddle Head","Spells\ShadowWordBefuddle_Head.mdx",0,0
414,"Renew Base","Spells\Renew_Base.mdx",0,0
415,"Renew Chest","Spells\Renew_Chest.mdx",0,0
416,"Strike Impact Chest","Spells\Strike_Impact_Chest.mdx",0,1
417,"Item - Tankard","Spells\TankardA_SpellObject.mdx",0,0
420,"Flamestrike Impact Base","Spells\Flamestrike_Impact_Base.mdx",4,1
421,"Ice Cast Low Hand","Spells\Ice_Precast_Low_Hand.mdx",0,1
422,"MageArmor Impact Head","Spells\MageArmor_Impact_Head.mdx",0,0
423,"Lesser Heal Impact Base","Spells\LesserHeal_Base.mdx",0,0
424,"FireShieldFinal Impact Head","Spells\FireShieldFinal_Impact_Head.mdx",0,0
425,"FireWard Impact Chest","Spells\FireWard_Impact_Chest.mdx",0,0
426,"FrostWard Impact Chest","Spells\FrostWard_Impact_Chest.mdx",0,0
427,"Seal Of Might Impact Base","Spells\SealOfMight_Impact_Base.mdx",0,0
428,"Seal Of Wrath Impact Base","Spells\SealOfWrath_Impact_Base.mdx",0,0
429,"Seal Of Fury Impact Base","Spells\SealOfFury_Impact_Base.mdx",0,1
430,"Seal Of Salvation Impact Base","Spells\SealOfSalvation_Impact_Base.mdx",0,0
431,"Seal Of Wisdom Impact Base","Spells\SealOfWisdom_Impact_Base.mdx",0,0
432,"Seal Of Protection Impact Base","Spells\SealOfProtection_Impact_Base.mdx",0,0
433,"MoltenBlast Missile Lvl2","Spells\MoltenBlast_Missile_Lvl2.mdx",0,0
434,"MoltenBlast Missile lvl3","Spells\MoltenBlast_Missile_Lvl3.mdx",0,0
435,"Healing Aura Base","Spells\HealingAura_Base.mdx",0,1
436,"Mind Rot Head Impact","Spells\MindRot_Head.mdx",0,0
437,"FarSight Impact Base","Spells\FarSight_Impact_Base.mdx",0,0
438,"Purify Base","Spells\Purify_Base.mdx",0,0
439,"Turn Undead Cast","Spells\TurnUndead_Impact.mdx",0,0
440,"Flare Cast Base","Spells\Flare_Cast_Base.mdx",0,0
441,"Resistance Aura Base","Spells\ResistanceAura_Base.mdx",0,1
442,"Fist Of Justice Cast","Spells\FistOfJustice_Cast_Base.mdx",0,0
444,"Fist of justice Impact chest","Spells\FistOfJustice_Impact_Chest.mdx",0,1
445,"Exorcism Impact Chest","Spells\Exorcism_Impact_Chest.mdx",0,0
446,"Purge New Impact Chest","Spells\Purge_New_Impact_Chest.mdx",0,0
447,"Holy Ward Impact","Spells\HolyWard_Impact_Chest.mdx",0,0
448,"Rain Of Fire Impact Base","Spells\RainOfFire_Impact_Base.mdx",0,0
449,"Fire Resistance Impact Base","Spells\FireResistance_Impact_Base.mdx",0,0
450,"Nature Resistance Impact Base","Spells\NatureResistance_Impact_Base.mdx",0,1
451,"ArcaneSpirit Impact Base","Spells\ArcaneSpirit_Impact_Base.mdx",0,0
452,"Fear Impact Head","Spells\Fear_Impact_Chest.mdx",0,0
453,"Fear State","Spells\Fear_State_Head.mdx",0,0
454,"Cleanse Base","Spells\Clense_Base.mdx",0,0
455,"BloodBoil_Impact_Chest.mdx","Spells\BloodBoil_Impact_Chest.mdx",0,0
456,"Curse Of Tongues Impact Chest","Spells\CurseOfTongues_Impact.mdx",0,0
457,"Curse Of Tongues State Chest","Spells\CurseOfTongues_State_Chest.mdx",0,0
458,"Cleave Impact Chest","Spells\Cleave_Impact_Chest.mdx",0,1
459,"Shadow Ward Impact Chest","Spells\ShadowWard_Impact_Chest.mdx",0,1
460,"Shield Wall Impact Base","Spells\ShieldWall_Impact_Base.mdx",0,0
461,"SpellBreak Cast Base","Spells\SpellBreak_Cast_Base.mdx",0,0
462,"Cripple State Base","Spells\Cripple_State_Base.mdx",0,1
463,"Balance Of Nature Impact Base","Spells\BalanceOfNature_Impact_Base.mdx",0,1
464,"Demon Breath Impact Head","Spells\DemonBreath_Impact_Head.mdx",0,0
465,"Fireworks Red Dots","Spells\Fireworks_Red_01.mdx",4,0
466,"Pathfind Cast Head","Spells\Pathfind_Cast_Head.mdx",0,1
467,"ManaInfuse Base","Spells\ManaInfuse_Base.mdx",0,0
468,"Waterbreathing Impact Base","Spells\Waterbreathing_Impact_Base.mdx",0,0
469,"BeastSoothe State Head","Spells\BeastSoothe_State_Head.mdx",0,0
470,"Pestilence Impact Chest","Spells\Pestilence_Impact_Chest.mdx",0,0
474,"Cripple Impact Base","Spells\Cripple_Impact_Base.mdx",0,1
475,"MarkofWild Impact Head","Spells\MarkofWild_Impact_Head.mdx",0,1
476,"BurningSpirit Impact Head","Spells\BurningSpirit_Impact_Head.mdx",0,0
477,"Spell Object : Smithing Hammer","Spells\SpellObject_SmithingHammer.mdx",0,0
478,"Disarm Impact Chest","Spells\Disarm_Impact_Chest.mdx",0,0
479,"Sunder Impact Chest","Spells\Sunder_Impact_Chest.mdx",0,0
480,"SavageBlow Impact Chest","Spells\SavageBlow_Impact_Chest.mdx",0,0
481,"DecisiveStrike Impact Chest","Spells\DecisiveStrike_Impact_Chest.mdx",0,0
482,"Beast Call Impact Head","Spells\BeastCall_Impact_Head.mdx",0,0
502,"FireBlast Impact Chest","Spells\FireBlast_Impact_Chest.mdx",0,0
503,"Fireball Missile High","Spells\Fireball_Missile_High.mdx",0,0
522,"Maim Impact Chest","Spells\Maim_Impact_Chest.mdx",0,0
523,"Shot: Fire Missile","Spells\FireShot_Missile.mdx",0,0
524,"Shot: Frost Missile","Spells\FrostShot_Missile.mdx",0,0
525,"Shot: Blinding Missile","Spells\BlindingShot_Missile.mdx",0,0
526,"Blinding Shot Impact Chest","Spells\BlindingShot_Impact.mdx",0,0
527,"Multi Shot Impact Chest","Spells\MultiShot_Impact.mdx",0,0
528,"Shot: Multi Missile","Spells\MultiShot_Missile.mdx",0,0
529,"Maul Cast Bears","Spells\Maul.mdx",11,1
532,"Combat Blood Spurt Front Small Black","Particles\BloodSpurts\BloodSpurtBlack.mdx",11,1
533,"Combat Blood Spurt Front Large Black","Particles\BloodSpurts\BloodSpurtBlackLarge.mdx",11,1
534,"Combat Blood Spurt Back Small Red","Particles\BloodSpurts\BloodSpurt.mdx",10,1
535,"Combat Blood Spurt Back Small Green","Particles\BloodSpurts\BloodSpurtGreen.mdx",10,1
536,"Combat Blood Spurt Back Small Black","Particles\BloodSpurts\BloodSpurtBlack.mdx",10,1
537,"Combat Blood Spurt Back Large Green","Particles\BloodSpurts\BloodSpurtGreenLarge.mdx",10,1
538,"Combat Blood Spurt Back Large Black","Particles\BloodSpurts\BloodSpurtBlackLarge.mdx",10,1
539,"Curse of Mannoroth Impact Head","Spells\CurseofMannoroth_Head.mdx",0,1
540,"ShadowStrike Impact Chest","Spells\ShadowStrike_Impact_Chest.mdx",0,1
542,"Sap State Head","Spells\Sap_State_Head.mdx",0,1
543,"Demoralizing Shout Impact Head","Spells\DemoralizingShout_Impact_Head.mdx",0,0
544,"Intimidating Shout Impact Head","Spells\IntimidatingShout_Impact_Head.mdx",0,0
545,"Ribbon Trail","Spells\RibbonTrail.mdx",0,0
546,"Sprint Cast Base","Spells\Sprint_Cast_Base.mdx",0,0
547,"Inner Rage Impact Chest","Spells\InnerRage_Impact_Chest.mdx",0,0
548,"Shadow ImpactDD Med Chest","Spells\Shadow_ImpactDD_Med_Chest.mdx",0,1
565,"Druid Morph Impact","Spells\DruidMorph_Impact_Base.mdx",0,0
585,"Nightmare Impact Base","Spells\Nightmare_Impact_Base.mdx",4,1
586,"Summon Water Elemental Impact","Spells\WaterElemental_Impact_Base.mdx",0,0
587,"MoltenBlast Missile lvl1","Spells\MoltenBlast_Missile.mdx",0,1
588,"Fire Blast Impact Chest","Spells\Fire_ImpactDD_Chest.mdx",0,0
589,"Eviscerate Impact Chest","Spells\Eviscerate_Impact_Chest.mdx",0,1
590,"Eviscerate Cast Hands","Spells\Eviscerate_Cast_Hands.mdx",0,1
591,"Distract Impact Chest","Spells\Distract_Impact_Chest.mdx",0,0
592,"Kidney Shot Cast Base","Spells\KidneyShot_Base_Cast.mdx",0,0
593,"Retribution Aura Red Base","Spells\RetributionAuraRed_Base.mdx",0,0
594,"Net State","Spells\Net_State.mdx",0,0
595,"Web State","Spells\Web_State.mdx",0,0
596,"Seal of Sacrifice Impact Base","Spells\SealOfSacrifice_Impact_Base.mdx",0,0
614,"Flamestrikesmall Impact Base","Spells\FlamestrikeSmall_Impact_Base.mdx",0,0
615,"Ice Armor Low Head","Spells\IceArmor_Low_Head.mdx",0,0
616,"FrostArmorEffect Impact Chest","Spells\FrostArmorEffect_Impact_Chest.mdx",0,0
617,"Divine Bubble Impact Base","Spells\DivineBubble_Low_Base.mdx",0,0
618,"Missile: Web","Spells\Web_Missile.mdx",0,0
619,"Bind Impact Base","Spells\Bind_Impact_Base.mdx",0,0
620,"Poison ImpactDot Med Base","Spells\Poison_ImpactDot_Med_Base.mdx",10,1
621,"Bloody Explosion Green Impact","Spells\BloodyExplosionGreen.mdx",0,0
622,"Spell Object: Wrench","Spells\SpellObject_Wrench.mdx",0,0
623,"Shadow Precast Uber Hand","Spells\Shadow_Precast_Uber_Hand.mdx",4,1
624,"Shadow ImpactDD High Chest","Spells\Shadow_ImpactDD_High_Chest.mdx",0,1
625,"Cone of Cold Hand","Spells\ConeofCold_Hand.mdx",0,1
626,"DruidMorph Aqua Impact Base","Spells\DruidMorph_Aqua_Impact_Base.mdx",0,0
627,"HellFire Impact Caster Base","Spells\HellFire_Impact_Caster_Base.mdx",0,0
628,"HellFire Impact Base","Spells\HellFire_Impact_Base.mdx",0,1
629,"HolyWord Shield Impact Base","Spells\HolyWordShield_Base.mdx",0,0
630,"HolyWord Shield State Base","Spells\HolyWordShield_State_Base.mdx",0,0
631,"Curse of Elements Impact Head","Spells\CurseElements_Impact_Head.mdx",0,0
632,"Fire ImpactDD Chest","Spells\Fire_ImpactDD_Chest.mdx",0,0
634,"Charge Trail Cast","Spells\ChargeTrail.mdx",0,0
654,"Curse Of Agony Head Impact","Spells\CurseofAgony_Head.mdx",0,1
655,"HolyWordShield State Chest","Spells\HolyWordShield_State_Chest.mdx",0,0
674,"HolyDivineShield State Base","Spells\HolyDivineShield_State_Base.mdx",0,0
675,"Missile: GooBolt","Spells\GooBolt_Missile_Low.mdx",0,0
694,"LightningStreak Missile","Spells\LightningStreak_Missile.mdx",0,0
714,"Fire Nova Area","Spells\FireNova_Area.mdx",0,0
715,"Fire Nova State","Spells\FireNova_State.mdx",0,1
716,"Grounding Totem Impact","Spells\GroundingTotem_Impact.mdx",0,0
717,"Ghost_state","Spells\Ghost_state.mdx",0,0
718,"Mana Shield State Base","Spells\ManaShield_State_Base.mdx",0,0
719,"Dampen Magic Impact Base","Spells\DampenMagic_Impact_Base.mdx",0,0
720,"Amplify Magic Impact Base","Spells\AmplifyMagic_Impact_Base.mdx",0,0
734,"ArcaneExplosion Base","Spells\ArcaneExplosion_Base.mdx",0,1
735,"ArcaneExplosion Impact Chest","Spells\ArcaneExplosion_Impact_Chest.mdx",0,0
754,"Environment Damage Drowing Bubbles","Particles\Bubbles.mdx",0,0
794,"Life Tap Impact","Spells\LifeTap.mdx",0,0
814,"Shadow Precast Uber Base","Spells\Shadow_Precast_Uber_Base.mdx",4,1
834,"Unholy Shield State Base","Spells\ShadowShield_State_Base.mdx",0,0
835,"Curse of Recklessness Impact Chest","Spells\CurseofRecklessness_Impact_Chest.mdx",0,0
836,"Enslave Demon Impact Chest","Spells\EnslaveDemon_Impact_Chest.mdx",0,0
837,"Enslave Demon Impact Head","Spells\EnslaveDemon_Impact_Head.mdx",0,0
854,"Missile: Water Bolt","Spells\WaterBolt_Missile_Low.mdx",0,0
855,"Banish Chest","Spells\Banish_Chest.mdx",0,0
856,"Magic Stone Helmet Green","Spells\MagicStoneHelmet_Green.mdx",1,0
874,"Magic Net State","Spells\MagicNet_State.mdx",0,0
894,"Cone of Fire Hand","Spells\ConeofFire_Hand.mdx",0,1
914,"Boulder Missile","Spells\Boulder_Missile.mdx",0,0
915,"Seaforium Impact Base","Spells\Distract_Impact_Base.mdx",0,0
934,"Spawn Impact Base","Spells\Spawn_Impact_Base.mdx",0,1
954,"Summon Ritual Portal","Spells\Summon_Ritual.mdx",0,1
955,"RitualSummoning PreCast Base","Spells\RitualSummoning_PreCast_Base.mdx",0,0
974,"Bind2 Impact Base","Spells\Bind2_Impact_Base.mdx",0,0
994,"Shackle Undead State Base","Spells\UnholyShackles_State_Base.mdx",0,1
1014,"CycloneEarth State","Spells\CycloneEarth_State.mdx",0,1
1015,"CycloneFire State","Spells\CycloneFire_State.mdx",0,0
1016,"CycloneWater State","Spells\CycloneWater_State.mdx",0,0
1034,"Slam Impact Chest","Spells\Slam_Impact_Chest.mdx",0,0
1054,"Shadow ImpactDD Uber Chest","Spells\Shadow_ImpactDD_Uber_Chest.mdx",0,1
1074,"Whirlwind Base (Non-World Space)","Spells\Whirlwind_State_Base.mdx",0,0
1094,"Might Aura State Base","Spells\MightAura_Impact_Base.mdx",0,0
1095,"Wisdom Aura State","Spells\WisdomAura_Impact_Base.mdx",0,0
1114,"Faerie Fire Impact","Spells\FaerieFire_Impact.mdx",0,0
1115,"RadiationGreen State","Spells\GreenGhost_state.mdx",0,0
1134,"MagePortal: Stormwind","Spells\MagePortal_Stormwind.mdx",0,0
1154,"Gouge Precast State Hand (Non World Space)","Spells\Gouge_Precast_State_Hand.mdx",0,0
1174,"Fireworks Blue Dots","Spells\Fireworks_Blue_01.mdx",4,0
1175,"Fireworks Green Dots","Spells\Fireworks_Green_01.mdx",4,0
1176,"Fireworks Red White Blue Dots","Spells\Fireworks_RWB_01.mdx",4,0
1177,"Fireworks Red Streaks","Spells\Fireworks_RedStreaks_01.mdx",4,1
1178,"Fireworks Yellow Rose","Spells\Fireworks_YellowRose.mdx",4,0
1179,"PyroBlast Missile","Spells\PyroBlast_Missile.mdx",0,1
1180,"Missile: Wrench","Spells\Missile_Wrench.mdx",0,0
1181,"MagePortal: Darnassus","Spells\MagePortal_Darnassus.mdx",0,0
1182,"Water Bubble Chest State","Spells\WaterBubble.mdx",0,0
1183,"Mount Impact","Spells\DruidMorph_Impact_Base.mdx",0,0
1184,"Dash Impact Chest","Spells\Sprint_Impact_Chest.mdx",0,0
1185,"HARDCODED Mount Poof","Spells\DruidMorph_Impact_Base.mdx",4,2
1202,"Bubble Drunk","Spells\Bubble_Drunk.mdx",0,0
1223,"HARDCODED Inebriated Bubbles","Spells\Bubble_Drunk.mdx",5,0
1242,"Seduction State","Spells\Seduction_State_Head.mdx",0,1
1262,"Shadow ImpactDoT Med Head","Spells\Shadow_ImpactDot_Med_Head.mdx",0,1
1282,"DeathAndDecay Area Base","Spells\DeathAndDecay_Area_Base.mdx",0,1
1302,"Clearcasting Impact Chest","Spells\Clearcasting_Impact_Chest.mdx",0,1
1303,"DustCloud Land","Spells\DustCloud_Land.mdx",0,1
1304,"BoneArmor Head","Spells\BoneArmor_Head.mdx",0,1
1305,"MagePortal: Ironforge","Spells\MagePortal_Ironforge.mdx",0,0
1306,"MagePortal: Orgrimmar","Spells\MagePortal_Ogrimmar.mdx",0,0
1307,"MagePortal: Thunder Bluff","Spells\MagePortal_ThunderBluff.mdx",0,0
1308,"MagePortal: Undercity","Spells\MagePortal_UnderCity.mdx",0,0
1309,"Green Radiation Fog","Spells\GreenRadiationFog.mdx",0,1
1322,"BoneArmor State Chest","Spells\BoneArmor_State_Chest.mdx",0,1
1342,"Acid Breath","Spells\AcidBreath.mdx",0,1
1343,"Scorch Low Chest","Spells\Scorch_Low_Chest.mdx",0,1
1344,"Frost Breath","Spells\FrostBreath.mdx",0,1
1345,"Flame Breath","Spells\FlameBreath.mdx",0,1
1362,"DetectMagic Base","Spells\DetectMagic_Base.mdx",0,1
1382,"Sense Demons Impact Head","Spells\SenseDemons_Impact_Head.mdx",0,1
1402,"SoothingKiss Impact Head","Spells\SoothingKiss_Impact_Head.mdx",0,1
1403,"Redemption Base","Spells\Redemption_Base.mdx",0,1
1422,"HellFire Area Base","Spells\HellFire_Area_Base.mdx",0,1
1423,"HellFire Impact Head","Spells\HellFire_Impact_Head.mdx",0,1
1442,"MindBlast Head","Spells\MindBlast_Head.mdx",0,1
1462,"ManaBurn Chest","Spells\ManaBurn_Chest.mdx",0,1
1463,"FlashHeal Base","Spells\FlashHeal_Base.mdx",0,1
1482,"Aspect of the Beast Impact Head","Spells\AspectBeast_Impact_Head.mdx",0,1
1483,"Aspect Monkey Impact Head","Spells\AspectMonkey_Impact_Head.mdx",0,1
1502,"Aspect Wolf Impact Head","Spells\AspectWolf_Impact_Head.mdx",0,1
1503,"Aspect Snake Impact Head","Spells\AspectSnake_Impact_Head.mdx",0,1
1522,"Shot: Poison Missile","Spells\PoisonShot_Missile.mdx",0,1
1523,"Mana ImpactDot Chest","Spells\Mana_ImpactDot_Chest.mdx",0,1
1524,"Shot: Mana Missile","Spells\ManaShot_Missile.mdx",0,1
1542,"Enchant PreCast Hand","Spells\Enchant_PreCast_Hand.mdx",0,1
1543,"Enchant Cast Hand","Spells\Enchant_Cast_Hand.mdx",0,1
1544,"Disenchant PreCast Hands","Spells\DisEnchant_PreCast_Hand.mdx",0,1
1545,"DisEnchant Cast Hands","Spells\DisEnchant_Cast_Hand.mdx",0,1
1546,"Shot: Scorpid Sting","Spells\ScorpidShot_Missile.mdx",0,1
1547,"Shot: Black Arrow","Spells\BlackShot_Missile.mdx",0,1
1548,"Revive Pet Impact Base","Spells\RevivePet_Impact_Base.mdx",0,1
1562,"Hunter's Mark Impact Chest","Spells\HuntersMark_Impact_Chest.mdx",0,1
1563,"Hunter's Mark State Head","Spells\HuntersMark_Impact_Head.mdx",0,1
1582,"Beast Lore Impact Base","Spells\BeastLore_Impact_Base.mdx",0,1
1583,"Beast Lore Impact Head","Spells\BeastLore_Impact_Head.mdx",0,1
1602,"Shot: Arcane Missile","Spells\ArcaneShot_Missile.mdx",0,1
1603,"Shot: Arcane Volley","Spells\ArcaneVolley_Missile.mdx",0,1
1604,"FreezingTrap","World\Goober\G_FreezingTrap.mdx",0,1
1605,"FrostTrap","World\Goober\G_FrostTrap.mdx",0,1
1606,"ExplosiveTrap","World\Goober\G_ExplosiveTrap.mdx",0,1
1607,"ImmolationTrap","World\Goober\G_ImmolationTrap.mdx",0,1
1608,"Rapid Fire Impact Base","Spells\RapidFire_Base.mdx",0,1
1622,"Warhorse Impact Base","Spells\SummonWarHorse_Impact_Base.mdx",0,1
1623,"Aspect Hawk Impact Head","Spells\AspectHawk_Impact_Head.mdx",0,1
1624,"Flamestrike Impact","Spells\Flamestrike_Impact.mdx",0,1
1625,"Poison Impact Chest","Spells\Poison_Impact_Chest.mdx",0,1
1626,"Eagle Eye Impact Head","Spells\EagleEye_Impact_Head.mdx",0,1
1642,"Sinister Strike Impact Chest","Spells\SinisterStrike_Impact_Chest.mdx",0,1
1643,"Cleave Cast Base","Spells\Cleave_Cast_Base.mdx",0,1
1644,"Blue Glow High","Spells\Enchantments\BlueGlow_High.mdx",0,1
1645,"HARDCODED PetLoyalty Down Base","spells\loyaltydown_impact_base.mdx",0,1
1646,"HARDCODED PetLoyalty Down Head","spells\loyaltydown_impact_head.mdx",1,1
1647,"HARDCODED PetLoyalty Up Base","spells\loyaltyup_impact_base.mdx",0,1
1648,"HARDCODED PetLoyalty Up Head","spells\loyaltyup_impact_head.mdx",1,1
1649,"EarthShock Impact Chest","Spells\EarthShock_Impact_Chest.mdx",0,1
1650,"Flame Shock Impact Chest","Spells\FlameShock_Impact_Chest.mdx",0,1
1662,"ExposeArmor Head","Spells\ExposeArmor_Head.mdx",0,1
1682,"SliceDice Chest","spells\slicedice_chest.mdx",0,1
1702,"MagePortal: Blank","spells\mageportal_blank.mdx",0,1
1703,"Shadow Precast Med Base","Spells\Shadow_Precast_Med_Base.mdx",4,1
1722,"Holy Nova Impact Base","spells\holynova_impact_base.mdx",0,1
1742,"Flame Breath 180","spells\flamebreath180.mdx",0,1
1762,"Aspect Cheetah Impact Head","spells\aspectcheetah_impact_head.mdx",0,1
1782,"Missile: Torch","spells\torch_missile.mdx",0,1
1783,"Missile: Mug","spells\mug_missile.mdx",0,1
1784,"First Aid Impact Base","spells\firstaid__impact_base.mdx",0,1
1785,"First Aid Hand","spells\firstaid_hand.mdx",0,1
1802,"Frost Trap Aura","spells\frosttrap_aura.mdx",0,1
1822,"Arcane Shot Area","spells\arcaneshot_area.mdx",0,1
1842,"Spell Object: Boomerang","spells\spellobject_boomerang.mdx",0,1
1843,"Missile: Boomerang","spells\missile_boomerang.mdx",0,1
1862,"Spell Object: Bomb","spells\spellobject_bomb.mdx",0,1
1863,"Missile: Bomb","spells\missile_bomb.mdx",0,0
1882,"Wrath Precast Hand","spells\wrath_precast_hand.mdx",0,1
1883,"Wrath Impact Chest","spells\wrath_impact_chest.mdx",0,1
1884,"Missile: Wrath","spells\wrath_missile.mdx",0,1
1885,"Moonfire Impact Base","spells\moonfire_impact_base.mdx",0,0.5
1886,"Spell Portal: Creature","spells\creature_spellportal.mdx",0,1
1902,"Starfire Area","spells\starfire_area.mdx",0,1
1922,"Tranquility Impact","spells\tranquility_impact_base.mdx",0,1
1923,"Tranquility Area","spells\tranquility_area.mdx",0,1
1942,"Thorns State Base","spells\thorns_state_base.mdx",0,1
1943,"SpellPortal: Creature Blue","spells\creature_spellportal_blue.mdx",0,1
1962,"Missile: Axe Copper","spells\missile_axe_copper.mdx",0,1
1982,"Poison Shield Impact Chest","spells\poisonshield_state_base.mdx",0,1
1983,"Ground Dust State","spells\grounddust.mdx",0,1
1984,"Steam State","spells\steam.mdx",0,1
1985,"Blink Impact Chest","spells\blink_impact_chest.mdx",0,1
2002,"NoName Area","spells\noname_area.mdx",0,1
2022,"Defensive Stance Impact Head","spells\defensivestance_impact_head.mdx",0,1
2023,"Battle Stance Impact Head","spells\battlestance_impact_head.mdx",0,1
2024,"Berzerker Stance Impact Head","spells\berzerkerstance_impact_head.mdx",0,1
2042,"Missile: Ziggurat Spirit","spells\zig_missile.mdx",0,1
2062,"Ghostly Strike Impact Chest","spells\ghostlystrike_impact_chest.mdx",0,1
2082,"Mana Tide Infuse Base","spells\manatideinfuse_base.mdx",0,1
2102,"Ice Block State","spells\icebarrier_state.mdx",0,1
2103,"Ice Barrier State","spells\iceshield_state.mdx",0,1
2122,"Arcane Power State Chest","spells\arcanepower_state_chest.mdx",0,1
2123,"Inner Focus Impact Chest","spells\innerfocus_impact_chest.mdx",0,1
2142,"Focused Casting State Chest","spells\focusedcasting_state_chest.mdx",0,1
2162,"Piercing Howl Impact Head","spells\piercinghowl_impact_head.mdx",0,1
2163,"Water Walking Impact Head","spells\waterwalking_impact_head.mdx",0,1
2164,"Adrenaline Rush Cast Base","spells\adrenalinerush_cast_base.mdx",0,1
2182,"Sweeping Strike Impact Chest","spells\sweepingstrike_impact_chest.mdx",0,1
2202,"Death Wish State Hand","spells\deathwish_state_hand.mdx",0,1
2203,"Presence of Mind Cast Base","spells\presenceofmind_cast_base.mdx",0,1
2222,"ShadowSnare Base","Spells\Shadow_Snare_High_base.mdx",0,1
2223,"Fear State Base","spells\fear_state_base.mdx",0,1
2242,"Vampiric Embrace State Base","spells\vampiricembrace_state_base.mdx",0,1
2262,"Missile: Flare","spells\missile_flare.mdx",0,1
2282,"Lash Cast Base","spells\lash_cast_base.mdx",0,1
2302,"Eyes of the Beast Impact Head","spells\eyesofbeast_impact_head.mdx",0,1
2322,"Star Shards Impact Base","spells\starshards_impact_base.mdx",0,1
2342,"Onyxia Impact Base","spells\onyxia_impact_base.mdx",0,1
2362,"Infernal Impact Base","spells\infernal_impact_base.mdx",0,1
2382,"Dragon Flame Breath","spells\dragonflamebreath.mdx",0,1
2383,"Dragon Flame Breath 180","spells\dragonflamebreath180.mdx",0,1
2402,"Soulstone Resurrection Base","spells\soulstoneresurrection_base.mdx",0,1
2422,"Demonic Sacrifice Felhunter Chest","Spells\DemonicSacrifice_Felhunter_Chest.mdx",0,1
2423,"Light Test","spells\lighttest.mdx",0,1
2442,"Threat Reduce Impact Head","spells\threatreduce_impact_head.mdx",0,1
2462,"Conflagrate Impact Chest","spells\conflagrate_impact_chest.mdx",0,1
2482,"Skull Balls","Spells\Enchantments\SkullBalls.mdx",0,1
2483,"Shadow ImpactDoT Med Chest","Spells\Shadow_ImpactDot_Med_Chest.mdx",0,1
2502,"Heal Ragnaros State Chest","Spells\HealRag_State_Chest.mdx",0,1
2503,"Ragnaros Fire Nova Area","Spells\Rag_FireNova_Area.mdx",0,1
2522,"Shield Wall Warrior Impact Base","spells\shieldwallwar_impact_base.mdx",0,1
2542,"Consecration Impact Base","spells\consecration_impact_base.mdx",0,1
2562,"Deterrence State Base","Spells\Deterrence_State_Base.mdx",0,1
2582,"Demonic Sacrifice Imp Chest","Spells\DemonicSacrifice_Imp_Chest.mdx",0,1
2583,"Demonic Sacrifice Succubus Chest","Spells\DemonicSacrifice_Succubus_Chest.mdx",0,1
2584,"Demonic Sacrifice Voidwalker Chest","Spells\DemonicSacrifice_Voidwalker_Chest.mdx",0,1
2585,"Stoneform State Chest","Spells\Stoneform_State_Base.mdx",0,1
2602,"Mana Shield State Chest","spells\manashield_state_chest.mdx",0,1
2622,"Missile: Hammer","spells\missile_hammer.mdx",0,1
2642,"Dragon Sand Breath","spells\corrosivesandbreath.mdx",0,1
2662,"Missile: Snowball","spells\missile_snowball.mdx",0,1
2663,"Snowball Impact Chest","spells\snowball_impact_chest.mdx",0,1
2682,"Missile: Thorns","spells\missile_thorns.mdx",0,1
2683,"DustNova Cast Base","spells\dustnova_cast_base.mdx",0,1
2684,"RockyFrost Nova State","spells\rockyfrost_nova_state.mdx",0,1
2702,"HARDCODED Meeting Stone Join","Spells\Bind_Impact_Base.mdx",0,0
2722,"Confused State Head","spells\confused_state_head.mdx",0,1
2723,"Chargestate","Spells\cfx_warrior_charge_state.mdx",0,1
2724,"wpntrail","Spells\weapontrail_warriorfury.mdx",0,1
2725,"whirlwind","Spells\cfx_warrior_whirlwind_castbase.mdx",0,1
2727,"Piercing Howl","Spells\piercinghowl_cast_base.mdx",0,1
2728,"berserker rage state base","Spells\cfx_warrior_berserkerrage_statebase.mdx",0,1
2731,"Intimidating Shout","Spells\cfx_warrior_intimidatingshout_castbase.mdx",0,1
2762,"Dragon Flame Breath Nefarian","spells\nefarianflamebreath.mdx",0,1
2763,"Nefarian Breath Impact","spells\nefarianflamebreath_impact.mdx",0,1
2782,"Vengeance State Hand","spells\vengeance_state_hand.mdx",0,1
2802,"Nefarian State Base","spells\nefarian_state_base.mdx",0,1
2803,"Nefarian Impact Base","spells\nefarian_impact_base.mdx",0,1
