id,displayRaceId,displaySexId,skinId,faceId,hairStyleId,hairColorId,facialHairId,itemDisplayId_1,itemDisplayId_2,itemDisplayId_3,itemDisplayId_4,itemDisplayId_5,itemDisplayId_6,itemDisplayId_7,itemDisplayId_8,itemDisplayId_9,flags,bakeName
2060,6,1,0,3,3,1,3,0,0,10994,0,8739,8740,0,0,0,0,"CreatureDisplayExtra-02060_HD.blp"
2061,6,1,6,2,4,2,3,0,0,10996,0,9917,8194,10997,0,8183,0,"CreatureDisplayExtra-02061_HD.blp"
2062,6,0,6,4,1,1,6,0,0,7552,0,7746,10999,10082,0,10016,0,"CreatureDisplayExtra-02062_HD.blp"
2063,6,0,16,2,7,0,7,11000,0,8156,0,8157,7781,11001,0,11002,0,"CreatureDisplayExtra-02063_HD.blp"
2064,6,0,4,2,2,1,2,0,0,11003,11004,9183,7947,11005,0,11006,0,"CreatureDisplayExtra-02064_HD.blp"
2065,6,1,8,1,3,0,0,0,0,10883,0,0,9204,0,0,8183,0,"CreatureDisplayExtra-02065_HD.blp"
2066,6,0,1,1,5,2,2,0,0,11007,0,8137,5947,10975,0,10916,0,"CreatureDisplayExtra-02066_HD.blp"
2067,6,0,10,1,4,1,3,0,0,10996,0,6299,11008,11009,7550,0,0,"CreatureDisplayExtra-02067_HD.blp"
2068,6,0,3,2,1,2,6,0,0,11010,0,0,11011,0,0,0,0,"CreatureDisplayExtra-02068_HD.blp"
2069,6,0,17,2,6,1,3,0,0,9202,0,9203,9204,0,0,0,0,"CreatureDisplayExtra-02069_HD.blp"
2070,6,0,16,3,6,2,6,0,0,8180,0,11014,10886,0,0,10090,0,"CreatureDisplayExtra-02070_HD.blp"
2071,6,0,17,0,6,1,4,0,0,11015,0,9189,8740,0,0,11016,0,"CreatureDisplayExtra-02071_HD.blp"
2072,6,0,6,4,6,0,3,0,0,10959,0,7746,11019,0,0,9206,0,"CreatureDisplayExtra-02072_HD.blp"
2073,6,0,2,3,2,0,1,0,0,11018,0,7894,8194,10056,0,0,0,"CreatureDisplayExtra-02073_HD.blp"
2074,6,0,13,1,3,2,2,0,0,7552,9182,0,7895,11020,0,0,0,"CreatureDisplayExtra-02074_HD.blp"
2075,6,1,9,3,0,1,3,0,0,10962,0,11014,8194,0,0,10053,0,"CreatureDisplayExtra-02075_HD.blp"
2076,6,0,8,2,7,1,5,0,0,11021,0,8177,8178,11022,0,11023,0,"CreatureDisplayExtra-02076_HD.blp"
2077,6,0,15,2,7,0,4,0,0,7551,9036,7662,8140,10082,0,0,0,"CreatureDisplayExtra-02077_HD.blp"
2078,6,0,18,1,1,0,3,0,6407,10086,0,10091,10992,0,0,11025,0,"CreatureDisplayExtra-02078_HD.blp"
2079,6,0,2,1,6,1,7,0,0,11027,10883,8739,11019,0,0,11028,0,"CreatureDisplayExtra-02079_HD.blp"
2080,6,0,14,2,3,2,4,0,0,11029,0,0,11030,0,0,0,0,"CreatureDisplayExtra-02080_HD.blp"
2081,1,0,4,2,5,2,5,0,0,10834,10668,8072,4310,7458,0,2057,0,"CreatureDisplayExtra-02081_HD.blp"
2082,1,1,4,3,7,5,3,0,0,10834,10668,8072,4310,7458,0,8848,0,"CreatureDisplayExtra-02082_HD.blp"
2083,1,0,3,3,9,1,3,0,0,11038,0,4444,4310,7458,0,0,0,"CreatureDisplayExtra-02083_HD.blp"
2084,1,1,4,9,18,3,0,0,0,11038,0,4444,4310,7458,0,0,0,"CreatureDisplayExtra-02084_HD.blp"
2085,5,0,5,0,6,5,1,11664,8260,9006,0,9007,8956,9008,0,0,0,"CreatureDisplayExtra-02085_HD.blp"
2086,1,0,3,5,7,0,6,0,0,11043,0,8551,4310,7458,0,0,0,"CreatureDisplayExtra-02086_HD.blp"
2087,1,1,4,4,5,2,4,0,0,11043,0,8551,4310,7458,0,0,0,"CreatureDisplayExtra-02087_HD.blp"
2088,1,0,7,2,9,0,3,5330,0,11044,0,8551,11045,0,0,0,0,"CreatureDisplayExtra-02088_HD.blp"
2089,1,1,8,10,5,0,6,15432,0,11044,0,8551,11045,0,0,0,0,"CreatureDisplayExtra-02089_HD.blp"
2091,3,0,6,4,0,4,5,15349,0,11048,0,6035,6127,6037,0,11049,0,"CreatureDisplayExtra-02091_HD.blp"
2092,3,0,4,6,0,1,4,15349,0,10956,0,6035,6036,6037,6038,6039,0,"CreatureDisplayExtra-02092_HD.blp"
2093,3,1,4,6,6,1,0,0,0,10956,0,6035,6036,6037,6038,6039,0,"CreatureDisplayExtra-02093_HD.blp"
2094,3,1,6,4,9,4,0,0,0,11048,0,6035,6127,6037,0,11049,0,"CreatureDisplayExtra-02094_HD.blp"
2095,3,1,2,0,4,5,0,0,0,11048,0,6035,6127,6037,0,11049,0,"CreatureDisplayExtra-02095_HD.blp"
2096,3,0,2,1,0,3,6,15349,0,10956,0,6035,6036,6037,6038,6039,0,"CreatureDisplayExtra-02096_HD.blp"
2098,5,0,2,2,5,9,15,0,9316,5741,0,0,9676,8964,0,8307,0,"CreatureDisplayExtra-02098_HD.blp"
2099,6,0,7,2,5,0,4,0,0,9172,0,9401,8193,0,0,11051,0,"CreatureDisplayExtra-02099_HD.blp"
2100,6,0,13,3,6,1,1,0,0,11052,0,0,10992,11053,0,11054,0,"CreatureDisplayExtra-02100_HD.blp"
2101,2,0,3,4,1,1,7,0,0,11057,0,8139,8140,10019,0,10985,0,"CreatureDisplayExtra-02101_HD.blp"
2102,6,0,7,0,1,2,4,0,0,7010,10959,9203,8181,11056,10075,0,0,"CreatureDisplayExtra-02102_HD.blp"
2103,2,0,6,6,3,5,2,0,0,11058,0,8188,11059,11060,0,11061,0,"CreatureDisplayExtra-02103_HD.blp"
2104,6,1,6,1,1,2,0,0,0,11062,0,7814,11063,11064,0,11025,0,"CreatureDisplayExtra-02104_HD.blp"
2105,2,0,2,4,5,5,1,0,0,10021,0,8177,10006,7762,0,11066,0,"CreatureDisplayExtra-02105_HD.blp"
2106,2,1,4,3,6,5,6,0,0,11073,0,11068,11069,10089,0,10090,0,"CreatureDisplayExtra-02106_HD.blp"
2107,2,0,5,3,6,3,1,0,0,11072,0,0,8956,0,0,0,0,"CreatureDisplayExtra-02107_HD.blp"
2108,5,0,3,2,2,5,12,0,11074,11075,0,8072,3201,11076,0,8848,0,"CreatureDisplayExtra-02108_HD.blp"
2109,2,0,2,7,0,0,4,0,0,11077,0,11078,11079,11080,0,0,0,"CreatureDisplayExtra-02109_HD.blp"
2110,5,0,5,2,6,9,8,0,11081,10690,0,8072,3201,10693,0,8848,0,"CreatureDisplayExtra-02110_HD.blp"
2111,2,0,1,8,2,1,3,0,0,6201,0,7545,7895,7537,0,0,0,"CreatureDisplayExtra-02111_HD.blp"
2112,2,0,7,8,2,2,5,0,0,22786,0,6182,22787,22788,8171,0,0,"CreatureDisplayExtra-02112_HD.blp"
2113,2,0,4,4,0,5,2,0,0,11082,0,10087,7781,7896,0,0,0,"CreatureDisplayExtra-02113_HD.blp"
2114,2,0,3,0,4,5,9,0,0,11084,0,10880,10881,11085,0,11086,0,"CreatureDisplayExtra-02114_HD.blp"
2115,5,0,2,6,2,4,7,0,0,10690,0,4315,1512,10693,0,0,0,"CreatureDisplayExtra-02115_HD.blp"
2116,5,0,0,8,4,8,3,0,0,10690,0,4315,11083,10693,0,0,0,"CreatureDisplayExtra-02116_HD.blp"
2117,5,1,5,6,2,4,0,0,0,10690,0,5583,3826,10693,0,0,0,"CreatureDisplayExtra-02117_HD.blp"
2118,5,0,5,0,3,3,3,0,0,11075,0,8072,8416,11076,0,0,0,"CreatureDisplayExtra-02118_HD.blp"
2119,5,0,2,4,6,5,11,0,0,11075,0,8350,7645,11076,0,0,0,"CreatureDisplayExtra-02119_HD.blp"
2120,5,1,0,0,0,8,5,0,0,11075,0,6055,2922,11076,0,0,0,"CreatureDisplayExtra-02120_HD.blp"
2121,2,0,0,1,3,1,6,0,0,9265,0,8151,10871,11087,0,10982,0,"CreatureDisplayExtra-02121_HD.blp"
2122,2,0,0,2,5,0,1,0,0,11088,0,8002,8160,15462,0,0,0,"CreatureDisplayExtra-02122_HD.blp"
2123,6,1,6,0,6,1,1,0,0,11090,0,9189,10972,0,0,11091,0,"CreatureDisplayExtra-02123_HD.blp"
2124,2,0,6,1,4,4,10,0,0,11092,0,7894,6362,0,0,0,0,"CreatureDisplayExtra-02124_HD.blp"
2125,2,0,3,7,1,5,6,3047,0,11093,0,10880,8140,9653,0,7731,0,"CreatureDisplayExtra-02125_HD.blp"
2126,6,0,10,2,1,1,5,0,0,10005,0,0,8178,11022,0,11066,0,"CreatureDisplayExtra-02126_HD.blp"
2127,2,0,5,0,2,3,1,0,0,11094,0,7755,8236,9048,0,7759,0,"CreatureDisplayExtra-02127_HD.blp"
2128,3,0,17,3,6,2,3,0,0,0,0,5478,4439,18028,0,0,0,"CreatureDisplayExtra-02128_HD.blp"
2129,6,1,10,2,2,2,2,0,0,11095,0,10087,10098,11096,0,11097,0,"CreatureDisplayExtra-02129_HD.blp"
2130,5,0,4,3,1,3,3,0,0,11456,0,9094,8363,8355,0,0,0,"CreatureDisplayExtra-02130_HD.blp"
2131,5,0,5,9,0,0,6,0,11099,0,8206,6917,7808,11100,0,0,0,"CreatureDisplayExtra-02131_HD.blp"
2132,2,0,1,5,5,1,8,0,0,8180,0,10061,6362,11101,0,8191,0,"CreatureDisplayExtra-02132_HD.blp"
2133,2,0,3,2,5,7,4,0,5495,11102,0,11103,11104,11105,0,11106,0,"CreatureDisplayExtra-02133_HD.blp"
2134,5,0,2,5,3,3,1,0,0,11107,0,6917,7808,11100,0,0,0,"CreatureDisplayExtra-02134_HD.blp"
2135,5,0,1,3,4,5,4,0,0,11107,0,6917,7808,11100,0,0,0,"CreatureDisplayExtra-02135_HD.blp"
2136,5,1,2,7,3,4,3,0,0,11107,0,6917,7808,11100,0,0,0,"CreatureDisplayExtra-02136_HD.blp"
2137,6,0,4,4,0,1,2,0,0,10110,0,8173,10098,11020,0,11108,0,"CreatureDisplayExtra-02137_HD.blp"
2138,2,0,2,4,6,0,5,0,0,6298,0,6299,8003,11109,0,11110,0,"CreatureDisplayExtra-02138_HD.blp"
2139,2,0,4,2,4,6,2,0,0,9182,0,0,5947,9992,0,10916,0,"CreatureDisplayExtra-02139_HD.blp"
2140,4,1,6,6,2,3,5,0,0,11116,0,11117,11118,0,0,0,0,"CreatureDisplayExtra-02140_HD.blp"
2141,2,0,7,4,0,5,9,0,0,10889,0,10103,7939,9173,0,11121,0,"CreatureDisplayExtra-02141_HD.blp"
2142,2,0,8,3,5,4,4,0,0,9099,0,0,8170,11125,0,11126,0,"CreatureDisplayExtra-02142_HD.blp"
2144,6,0,0,0,0,0,0,0,0,0,6181,6182,6183,10263,0,8171,0,"CreatureDisplayExtra-02144_HD.blp"
2145,2,0,8,6,4,5,3,0,0,11015,0,9189,10972,12288,11091,0,0,"CreatureDisplayExtra-02145_HD.blp"
2148,2,1,3,5,5,7,5,0,0,10888,10883,7821,11019,0,0,11137,0,"CreatureDisplayExtra-02148_HD.blp"
2149,6,1,7,3,3,1,2,0,0,0,6181,6182,6183,10263,0,8171,0,"CreatureDisplayExtra-02149_HD.blp"
2150,4,0,1,0,5,0,3,0,0,10515,0,9748,9749,0,0,0,0,"CreatureDisplayExtra-02150_HD.blp"
2151,6,0,18,3,7,0,5,0,0,7010,0,8133,7011,11056,0,0,0,"CreatureDisplayExtra-02151_HD.blp"
2152,2,1,0,7,4,2,1,0,0,11140,0,9203,9204,9205,0,9206,0,"CreatureDisplayExtra-02152_HD.blp"
2153,6,1,6,0,0,1,1,0,0,11141,0,0,7781,11001,0,11002,0,"CreatureDisplayExtra-02153_HD.blp"
2154,6,0,15,2,5,0,6,15278,0,17431,10883,7662,9212,10263,10949,0,0,"CreatureDisplayExtra-02154_HD.blp"
2155,1,1,2,2,3,5,0,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02155_HD.blp"
2156,3,0,9,10,3,1,3,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02156_HD.blp"
2157,3,0,9,11,8,4,10,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02157_HD.blp"
2158,1,1,6,3,6,1,0,0,0,0,6161,6162,6163,14960,0,7720,0,"CreatureDisplayExtra-02158_HD.blp"
2159,1,0,3,4,1,2,2,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02159_HD.blp"
2160,3,0,9,12,9,5,8,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02160_HD.blp"
2161,3,0,9,10,4,9,6,0,0,0,6161,6162,6163,11148,0,7720,0,"CreatureDisplayExtra-02161_HD.blp"
2162,3,0,9,11,7,4,2,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02162_HD.blp"
2163,1,0,7,4,2,1,6,0,0,0,6161,6162,6163,11148,0,11153,0,"CreatureDisplayExtra-02163_HD.blp"
2164,3,0,9,10,2,4,0,0,0,0,6161,6162,6163,11148,0,11153,0,"CreatureDisplayExtra-02164_HD.blp"
2165,3,0,9,11,6,6,4,0,0,0,6161,6162,6163,11148,0,7720,0,"CreatureDisplayExtra-02165_HD.blp"
2166,6,0,11,1,4,0,5,0,0,11155,0,8157,11011,0,0,11002,0,"CreatureDisplayExtra-02166_HD.blp"
2167,1,1,0,4,14,0,0,0,0,0,6161,6162,6163,6164,0,7720,0,"CreatureDisplayExtra-02167_HD.blp"
2168,1,0,0,8,0,6,3,0,0,0,6161,6162,6163,6164,0,7720,0,"CreatureDisplayExtra-02168_HD.blp"
2169,3,0,9,12,3,0,9,0,0,0,9755,6162,11156,11148,0,11157,0,"CreatureDisplayExtra-02169_HD.blp"
2170,1,0,3,8,1,4,1,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02170_HD.blp"
2171,1,1,4,0,11,2,0,0,0,0,6161,6162,6163,11148,0,11149,0,"CreatureDisplayExtra-02171_HD.blp"
2172,1,0,5,7,3,3,4,0,0,0,6161,6162,11156,11148,0,7720,0,"CreatureDisplayExtra-02172_HD.blp"
2173,3,0,9,11,7,0,3,0,0,0,6161,6162,11156,11148,0,7720,0,"CreatureDisplayExtra-02173_HD.blp"
2174,1,0,1,6,1,0,0,0,0,0,6161,6162,6163,11148,0,7720,0,"CreatureDisplayExtra-02174_HD.blp"
2175,3,0,9,10,10,4,6,0,0,0,6161,6162,6163,11148,0,7720,0,"CreatureDisplayExtra-02175_HD.blp"
2176,1,0,3,7,5,6,5,0,0,0,9755,6162,11156,6164,0,7720,0,"CreatureDisplayExtra-02176_HD.blp"
2177,3,0,9,12,5,6,8,0,0,0,9755,6162,11156,6164,0,7720,0,"CreatureDisplayExtra-02177_HD.blp"
2178,1,0,2,2,8,2,7,4759,0,0,6161,6162,6163,6164,0,11153,0,"CreatureDisplayExtra-02178_HD.blp"
2179,1,0,9,2,10,0,7,0,0,0,6161,6162,6163,11148,0,11153,0,"CreatureDisplayExtra-02179_HD.blp"
2180,1,1,8,7,15,4,3,4759,0,0,6161,6162,6163,6164,0,11153,0,"CreatureDisplayExtra-02180_HD.blp"
2181,3,0,9,11,9,5,0,0,0,0,6161,6162,6163,11148,0,11153,0,"CreatureDisplayExtra-02181_HD.blp"
2182,3,0,9,10,7,3,4,4759,0,0,6161,6162,6163,11148,0,7720,0,"CreatureDisplayExtra-02182_HD.blp"
2183,1,0,2,5,6,5,6,0,0,0,6161,6162,6163,11148,0,7720,0,"CreatureDisplayExtra-02183_HD.blp"
2184,1,0,4,5,1,2,1,0,0,11158,8422,6162,6163,6164,0,11149,0,"CreatureDisplayExtra-02184_HD.blp"
2185,1,1,4,5,1,2,0,0,0,11158,8422,6162,6163,6164,0,11149,0,"CreatureDisplayExtra-02185_HD.blp"
2186,3,0,9,12,1,4,9,0,0,11158,8422,6162,6163,6164,0,11149,0,"CreatureDisplayExtra-02186_HD.blp"
2187,1,1,6,6,2,0,1,0,0,0,6161,6162,6163,6164,0,11157,0,"CreatureDisplayExtra-02187_HD.blp"
2188,3,0,9,10,4,2,1,0,0,0,6161,6162,6163,6164,0,11157,0,"CreatureDisplayExtra-02188_HD.blp"
2189,1,0,8,3,2,8,3,0,0,10798,9755,6162,6163,6164,0,7720,0,"CreatureDisplayExtra-02189_HD.blp"
2190,1,1,3,3,9,3,0,0,0,10892,9755,6162,6163,6164,0,7720,0,"CreatureDisplayExtra-02190_HD.blp"
2191,1,0,6,6,3,6,5,5659,0,11159,8422,6162,6163,6164,0,7720,0,"CreatureDisplayExtra-02191_HD.blp"
2192,3,0,9,11,10,9,9,3215,0,11159,8422,6162,6163,6164,0,7720,0,"CreatureDisplayExtra-02192_HD.blp"
2193,1,0,4,2,5,2,2,0,7685,7686,0,7687,7688,7689,0,7693,7690,"CreatureDisplayExtra-02193_HD.blp"
2194,1,0,1,0,10,7,6,11176,10178,11162,0,8241,5589,11178,0,10727,7690,"CreatureDisplayExtra-02194_HD.blp"
2195,1,1,3,11,6,0,0,0,9440,10610,0,8241,9438,5374,0,0,7690,"CreatureDisplayExtra-02195_HD.blp"
2196,5,1,0,5,6,8,0,0,0,4635,0,0,5601,5463,0,0,0,"CreatureDisplayExtra-02196_HD.blp"
2197,5,1,3,3,2,3,3,0,8607,10837,11174,1107,6300,5480,0,11175,0,"CreatureDisplayExtra-02197_HD.blp"
2198,1,0,4,2,9,0,8,10311,7685,11177,0,7687,7688,7689,0,7693,7690,"CreatureDisplayExtra-02198_HD.blp"
2199,1,0,3,3,11,2,8,0,0,5624,0,5821,5589,5786,0,0,7690,"CreatureDisplayExtra-02199_HD.blp"
2200,5,0,4,8,2,8,0,0,0,9023,0,0,9025,8920,11128,0,0,"CreatureDisplayExtra-02200_HD.blp"
2201,1,1,5,10,15,4,4,0,0,5738,0,0,5726,5573,0,0,0,"CreatureDisplayExtra-02201_HD.blp"
2202,2,0,7,1,6,2,6,0,0,0,0,10091,6183,11187,0,11188,0,"CreatureDisplayExtra-02202_HD.blp"
2203,2,0,3,8,3,4,4,0,0,8153,11189,8196,11190,11191,0,11192,0,"CreatureDisplayExtra-02203_HD.blp"
2204,2,0,1,8,4,0,9,0,0,10094,0,10061,8152,11194,0,0,0,"CreatureDisplayExtra-02204_HD.blp"
2205,2,1,0,5,6,5,2,0,0,0,8136,0,7710,12411,0,10976,0,"CreatureDisplayExtra-02205_HD.blp"
2206,3,0,9,11,4,0,6,0,0,9631,0,5583,2176,10384,0,11197,0,"CreatureDisplayExtra-02206_HD.blp"
2207,2,0,5,4,2,5,3,0,0,10962,0,9464,11202,15461,0,11204,0,"CreatureDisplayExtra-02207_HD.blp"
2208,1,0,6,0,6,4,2,0,0,11213,2363,2364,6865,4440,11214,11215,0,"CreatureDisplayExtra-02208_HD.blp"
2209,1,0,4,1,3,2,8,0,0,10718,0,5865,7587,11212,0,9778,0,"CreatureDisplayExtra-02209_HD.blp"
2210,1,0,7,6,5,0,0,0,0,10718,0,5865,7587,11212,0,9778,0,"CreatureDisplayExtra-02210_HD.blp"
2211,1,1,5,6,8,2,0,0,0,11213,2363,2364,6865,4440,11214,11215,0,"CreatureDisplayExtra-02211_HD.blp"
2212,3,0,0,0,1,5,1,0,0,11218,11216,8871,11219,11220,0,5444,0,"CreatureDisplayExtra-02212_HD.blp"
2213,3,0,1,9,8,9,2,0,0,10837,5864,5865,7622,11221,0,11222,0,"CreatureDisplayExtra-02213_HD.blp"
2214,3,0,7,3,7,9,4,0,0,11225,0,9965,5717,9863,0,10653,0,"CreatureDisplayExtra-02214_HD.blp"
2215,1,0,8,11,9,2,3,0,0,9563,0,10269,8353,4449,0,10680,0,"CreatureDisplayExtra-02215_HD.blp"
2216,1,1,0,2,5,3,2,0,0,8145,0,4881,9580,5370,0,11226,0,"CreatureDisplayExtra-02216_HD.blp"
2217,1,0,4,6,6,9,5,0,0,11227,5837,5468,10254,8262,0,0,0,"CreatureDisplayExtra-02217_HD.blp"
2219,3,0,9,12,8,3,2,0,0,11228,0,2364,2176,11229,0,11230,0,"CreatureDisplayExtra-02219_HD.blp"
2220,3,0,9,11,7,8,4,0,0,11340,0,0,11341,9326,0,13319,0,"CreatureDisplayExtra-02220_HD.blp"
2221,5,0,1,4,7,3,11,0,0,5491,0,4506,10510,6092,0,0,0,"CreatureDisplayExtra-02221_HD.blp"
2222,1,0,2,8,0,0,8,15372,11245,8435,11562,7790,4346,2373,4344,2375,0,"CreatureDisplayExtra-02222_HD.blp"
2223,2,1,2,3,5,1,5,0,5414,10113,9346,8137,5947,9196,0,9197,0,"CreatureDisplayExtra-02223_HD.blp"
2224,1,0,4,2,2,2,2,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02224_HD.blp"
2225,1,0,2,8,4,4,6,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02225_HD.blp"
2226,1,0,6,1,1,0,1,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02226_HD.blp"
2227,1,0,4,5,3,0,7,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02227_HD.blp"
2228,1,1,3,3,3,2,0,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02228_HD.blp"
2229,1,1,5,7,7,4,0,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02229_HD.blp"
2230,1,1,3,0,9,3,0,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02230_HD.blp"
2231,1,1,3,5,9,3,0,0,0,3552,0,0,11235,0,0,0,0,"CreatureDisplayExtra-02231_HD.blp"
2232,1,0,0,2,10,8,8,0,0,6048,0,6049,10148,8372,0,11241,0,"CreatureDisplayExtra-02232_HD.blp"
2233,1,0,0,0,9,0,0,15372,10567,12970,10668,8072,3173,7458,0,9677,0,"CreatureDisplayExtra-02233_HD.blp"
2234,1,0,2,9,5,2,8,15372,11242,11243,2370,10732,3409,11244,0,10858,0,"CreatureDisplayExtra-02234_HD.blp"
2235,1,0,3,2,11,2,0,15372,3169,10837,7857,7858,3205,3172,0,3206,0,"CreatureDisplayExtra-02235_HD.blp"
2236,1,1,2,0,18,3,0,10580,3169,10837,7857,7858,3205,3172,0,3206,0,"CreatureDisplayExtra-02236_HD.blp"
2238,1,0,3,3,4,2,6,0,0,2829,8061,8606,8416,8262,0,10572,0,"CreatureDisplayExtra-02238_HD.blp"
2239,1,0,6,8,6,4,0,15372,11337,11338,4151,3394,5870,4734,0,2951,0,"CreatureDisplayExtra-02239_HD.blp"
2241,8,1,13,3,2,4,2,0,0,11254,0,9398,8140,11255,0,11256,0,"CreatureDisplayExtra-02241_HD.blp"
2242,8,0,13,0,1,4,5,0,0,11260,0,7662,11063,10993,0,11261,0,"CreatureDisplayExtra-02242_HD.blp"
2243,8,1,13,2,4,4,3,0,0,11260,0,7662,11063,10993,0,11261,0,"CreatureDisplayExtra-02243_HD.blp"
2244,8,0,13,4,2,7,9,0,0,11340,0,0,11341,0,16604,0,0,"CreatureDisplayExtra-02244_HD.blp"
2245,8,0,13,0,2,4,5,8091,0,10018,0,8002,9204,0,0,10090,0,"CreatureDisplayExtra-02245_HD.blp"
2246,8,1,13,2,1,6,5,0,0,11340,0,0,11341,0,16604,0,0,"CreatureDisplayExtra-02246_HD.blp"
2247,8,1,13,3,2,4,2,15396,0,10018,0,8002,9204,0,0,10090,0,"CreatureDisplayExtra-02247_HD.blp"
2248,8,0,13,4,3,1,6,0,0,11266,0,0,10902,0,0,10944,0,"CreatureDisplayExtra-02248_HD.blp"
2249,8,1,13,1,4,1,2,0,0,11266,0,0,10902,0,0,10944,0,"CreatureDisplayExtra-02249_HD.blp"
2250,8,0,13,4,4,7,8,0,11272,11273,10883,11014,6183,10089,0,0,0,"CreatureDisplayExtra-02250_HD.blp"
2251,8,1,13,0,2,4,1,0,11272,11273,10883,11014,6183,10089,0,0,0,"CreatureDisplayExtra-02251_HD.blp"
2252,8,0,13,1,2,5,7,0,0,11127,11277,0,8160,0,0,9402,0,"CreatureDisplayExtra-02252_HD.blp"
2253,8,1,13,3,3,4,4,0,0,11127,11277,0,8160,0,0,9402,0,"CreatureDisplayExtra-02253_HD.blp"
2254,8,0,13,0,1,8,5,0,0,8200,11278,11279,11280,10064,0,11281,0,"CreatureDisplayExtra-02254_HD.blp"
2255,5,1,2,9,8,1,6,0,0,11283,11284,10691,11285,5514,0,11286,0,"CreatureDisplayExtra-02255_HD.blp"
2256,5,0,5,7,4,1,11,0,4942,11287,3816,6182,6183,3827,0,3828,0,"CreatureDisplayExtra-02256_HD.blp"
2257,5,0,3,7,2,1,0,0,0,11288,0,8362,8363,8355,0,0,0,"CreatureDisplayExtra-02257_HD.blp"
2258,5,1,0,1,3,2,3,0,0,10723,10719,7746,8003,7973,0,0,0,"CreatureDisplayExtra-02258_HD.blp"
2259,1,1,0,1,6,4,0,9455,0,9010,10197,8805,8301,8302,0,8954,0,"CreatureDisplayExtra-02259_HD.blp"
2260,5,0,1,4,6,3,0,0,0,11292,0,8869,5717,9573,0,0,0,"CreatureDisplayExtra-02260_HD.blp"
2261,5,1,5,9,3,4,4,0,0,11292,0,8869,5717,9573,0,0,0,"CreatureDisplayExtra-02261_HD.blp"
2262,5,1,5,8,4,5,1,0,0,11293,0,5759,5760,8059,0,0,0,"CreatureDisplayExtra-02262_HD.blp"
2263,5,0,1,3,8,0,2,0,0,11294,0,4450,6865,8268,0,11295,0,"CreatureDisplayExtra-02263_HD.blp"
2264,5,0,3,0,7,2,7,0,0,11296,9969,10061,8409,11297,0,11298,0,"CreatureDisplayExtra-02264_HD.blp"
2266,5,1,2,8,4,7,6,0,0,11301,0,0,11302,6463,0,11303,0,"CreatureDisplayExtra-02266_HD.blp"
2267,5,1,1,7,0,9,5,0,0,11304,0,10103,11305,10104,0,11306,0,"CreatureDisplayExtra-02267_HD.blp"
2268,5,0,1,6,9,3,1,0,0,11307,10668,8139,11308,11309,0,11310,0,"CreatureDisplayExtra-02268_HD.blp"
2269,5,1,3,0,1,9,0,0,0,11311,0,0,11312,7583,0,0,0,"CreatureDisplayExtra-02269_HD.blp"
2270,8,0,5,0,2,1,4,0,0,11313,0,6182,11190,11314,8171,10264,0,"CreatureDisplayExtra-02270_HD.blp"
2271,1,0,6,0,7,4,0,15372,9316,5741,0,0,9676,11315,0,8307,0,"CreatureDisplayExtra-02271_HD.blp"
2272,1,1,3,14,2,0,0,10580,9316,5741,0,0,9676,11315,0,8307,0,"CreatureDisplayExtra-02272_HD.blp"
2273,1,0,4,5,5,0,0,15372,11316,11317,4325,10435,2372,2373,0,2375,0,"CreatureDisplayExtra-02273_HD.blp"
2274,1,1,0,3,1,4,0,10580,11316,11317,4325,11753,2372,2373,0,2375,0,"CreatureDisplayExtra-02274_HD.blp"
2275,1,0,2,8,8,0,0,15372,11318,11319,0,11172,8963,7583,0,5268,0,"CreatureDisplayExtra-02275_HD.blp"
2276,1,1,9,10,3,4,0,10580,11318,11319,0,11172,8963,7583,0,5268,0,"CreatureDisplayExtra-02276_HD.blp"
2277,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CreatureDisplayExtra-02277_HD.blp"
2278,1,0,1,8,9,5,4,0,0,11321,11322,5858,2318,11323,0,2300,0,"CreatureDisplayExtra-02278_HD.blp"
2279,1,0,3,11,6,2,3,11324,0,9583,0,3394,3173,0,0,3605,0,"CreatureDisplayExtra-02279_HD.blp"
2280,1,0,0,2,3,0,1,0,0,11325,11326,5361,7182,8959,0,7522,0,"CreatureDisplayExtra-02280_HD.blp"
2281,1,1,3,4,15,1,3,11324,0,9583,0,3394,3173,0,0,3605,0,"CreatureDisplayExtra-02281_HD.blp"
