id,modelId,soundId,extendedDisplayInfoId,modelScale,modelAlpha,textureVariant_1,textureVariant_2,textureVariant_3,sizeClass,bloodId,npcSoundId
4373,51,0,2642,1,3.5733110840282835e-43,"","","",0,0,127
4374,51,0,2643,1,3.5733110840282835e-43,"","","",0,0,60
4375,60,0,2644,1,3.5733110840282835e-43,"","","",1,0,71
4376,51,0,2647,1,3.5733110840282835e-43,"","","",0,0,62
4377,52,0,2649,1,3.5733110840282835e-43,"","","",1,0,124
4378,58,0,2648,1,3.5733110840282835e-43,"","","",0,0,143
4379,58,0,2646,1,3.5733110840282835e-43,"","","",0,0,143
4380,51,0,2650,1,3.5733110840282835e-43,"","","",0,0,62
4381,57,0,2645,1,3.5733110840282835e-43,"","","",0,0,145
4382,51,0,2651,1,3.5733110840282835e-43,"","","",0,0,61
4383,60,0,2568,1,3.5733110840282835e-43,"","","",1,0,72
4384,51,0,2652,1,3.5733110840282835e-43,"","","",0,0,62
4385,52,0,2653,1,3.5733110840282835e-43,"","","",1,0,125
4386,51,0,2654,1,3.5733110840282835e-43,"","","",0,0,61
4387,51,0,2655,1,3.5733110840282835e-43,"","","",0,0,61
4388,51,0,2656,1,3.5733110840282835e-43,"","","",0,0,127
4389,51,0,2657,1,3.5733110840282835e-43,"","","",0,0,126
4390,51,0,2658,1,3.5733110840282835e-43,"","","",0,0,60
4391,51,0,2772,1,3.5733110840282835e-43,"","","",0,0,60
4392,49,0,2662,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,49
4393,50,0,2663,1,3.5733110840282835e-43,"","","",1,0,47
4394,50,0,2666,1,3.5733110840282835e-43,"","","",1,0,111
4395,49,0,2665,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,50
4396,49,0,2664,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,48
4397,49,0,2668,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,115
4398,49,0,2667,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,114
4399,56,0,2669,1,3.5733110840282835e-43,"","","",0,0,53
4400,55,0,2670,1,3.5733110840282835e-43,"","","",0,0,59
4401,55,0,2671,1,3.5733110840282835e-43,"","","",0,0,120
4402,56,0,2672,1,3.5733110840282835e-43,"","","",0,0,117
4403,56,0,2674,1,3.5733110840282835e-43,"","","",0,0,119
4404,55,0,2675,1,3.5733110840282835e-43,"","","",0,0,121
4405,55,0,2676,1,3.5733110840282835e-43,"","","",0,0,120
4406,56,0,2677,1,3.5733110840282835e-43,"","","",0,0,118
4407,55,0,2678,1,3.5733110840282835e-43,"","","",0,0,122
4408,55,0,2679,1,3.5733110840282835e-43,"","","",0,0,122
4409,56,0,2680,1,3.5733110840282835e-43,"","","",0,0,119
4410,56,0,2681,1,3.5733110840282835e-43,"","","",0,0,117
4411,50,0,2682,1,3.5733110840282835e-43,"","","",1,0,0
4412,50,0,2683,1,3.5733110840282835e-43,"","","",1,0,0
4413,55,0,1091,1,3.5733110840282835e-43,"","","",0,0,0
4414,55,0,2684,1,3.5733110840282835e-43,"","","",0,0,54
4415,55,0,2685,1,3.5733110840282835e-43,"","","",0,0,59
4416,49,0,2687,1,3.5733110840282835e-43,"","","",0,0,115
4417,49,0,2686,1,3.5733110840282835e-43,"","","",0,0,49
4418,49,0,2688,1,3.5733110840282835e-43,"","","",0,0,0
4419,50,0,2689,1,3.5733110840282835e-43,"","","",0,0,0
4420,49,0,2690,1,3.5733110840282835e-43,"","","",0,0,0
4421,50,0,2691,1,3.5733110840282835e-43,"","","",0,0,0
4422,49,0,2692,1,3.5733110840282835e-43,"","","",0,0,0
4423,49,0,2693,1,3.5733110840282835e-43,"","","",0,0,50
4424,210,0,0,1.149999976158142,3.5733110840282835e-43,"LionSkinBlack","","",-1,0,0
4426,68,0,0,1.2999999523162842,3.5733110840282835e-43,"BalrogSkinRed","BalrogWingRed","",-1,0,0
4427,68,0,0,1.2999999523162842,2.312142466135948e-43,"BalrogSkinRed","BalrogWingRed","",1,0,0
4428,51,0,2496,1,2.312142466135948e-43,"","","",1,0,0
4429,127,0,0,1,3.5733110840282835e-43,"PirateCaptain02","","",1,0,50
4430,49,0,2695,1,3.5733110840282835e-43,"","","",0,0,0
4431,49,0,2696,1,3.5733110840282835e-43,"","","",0,0,48
4432,53,0,2697,1,3.5733110840282835e-43,"","","",1,0,36
4433,50,0,2620,1,3.5733110840282835e-43,"","","",1,0,47
4434,212,0,0,1.2000000476837158,3.5733110840282835e-43,"UnicornSkinZebra","","",-1,0,0
4435,352,0,0,1.5,3.5733110840282835e-43,"SerpantSkinGreen","","",1,0,0
4436,49,0,2661,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4437,49,0,2698,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,50
4438,49,0,2705,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4439,49,0,2700,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4440,170,0,0,0.6000000238418579,3.5733110840282835e-43,"SnakeSkinYellowBlack","","",1,0,0
4441,3,0,0,1.2000000476837158,3.5733110840282835e-43,"CentaurSkinDarkgray","","",1,0,0
4442,34,0,0,1,3.5733110840282835e-43,"RaptorSkinViolet","","",1,0,0
4443,49,0,2660,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4444,49,0,2701,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4445,84,0,0,0.75,3.5733110840282835e-43,"StoneGolemSkinPlatinum","","",1,0,0
4446,49,0,2702,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4447,28,0,0,0.6000000238418579,3.5733110840282835e-43,"LavaSpiderSkin","","",1,0,0
4448,28,0,0,0.800000011920929,3.5733110840282835e-43,"LavaSpiderSkin","","",1,0,0
4449,371,0,0,0.5,3.5733110840282835e-43,"ImpSkinBlack","Fire_Bright_Mod2x_A_desat","",0,1,0
4450,49,0,2703,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4451,49,0,2704,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4452,145,0,0,1.600000023841858,3.5733110840282835e-43,"QuilBoarSkinWhite","QuilBoarSkinWhite_Alpha","",1,0,0
4453,145,0,0,1.149999976158142,3.5733110840282835e-43,"QuilBoarSkinWhite","QuilBoarSkinWhite_Alpha","",1,0,0
4454,49,0,2705,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4455,49,0,2706,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4456,30,0,0,0.8500000238418579,3.5733110840282835e-43,"MineSpiderSkinCrystal","","",1,0,0
4457,2619,0,0,1,3.5733110840282835e-43,"LavaTarantula","","",1,0,0
4458,2619,0,0,1.2999999523162842,3.5733110840282835e-43,"LavaTarantula","","",1,0,0
4459,49,0,2707,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4460,49,0,2708,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,48
4461,49,0,2710,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4462,50,0,2712,1,3.5733110840282835e-43,"","","",1,0,0
4463,51,0,2713,1,3.5733110840282835e-43,"","","",1,0,61
4464,51,0,2714,1,3.5733110840282835e-43,"","","",1,0,62
4465,90000,0,0,1,3.5733110840282835e-43,"DragonWhelpSkinMechanical","","",-1,3,0
4466,134,0,0,5,3.5733110840282835e-43,"squirrel","","",0,0,0
4467,134,0,0,4.5,3.5733110840282835e-43,"squirrel","","",0,0,0
4468,134,0,0,4,3.5733110840282835e-43,"squirrel","","",0,0,0
4469,49,0,1249,1,3.5733110840282835e-43,"","","",1,0,50
4470,49,0,2722,1,3.5733110840282835e-43,"","","",1,0,0
4471,55,0,348,1,1.793662034335766e-43,"","","",1,0,0
4472,82,0,0,1,1.793662034335766e-43,"TigerSkinSnow","","",1,0,0
4473,198,0,0,0.8500000238418579,3.5733110840282835e-43,"GiraffeSkinSpotted","","",-1,0,0
4474,182,0,1517,1,3.5733110840282835e-43,"","","",1,0,42
4475,185,0,2723,1,3.5733110840282835e-43,"","","",1,0,77
4476,53,0,2725,1,3.5733110840282835e-43,"","","",1,0,99
4477,51,0,2727,1,3.5733110840282835e-43,"","","",0,0,126
4478,49,0,2726,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,114
4479,49,0,2728,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,115
4480,352,0,0,0.8500000238418579,3.5733110840282835e-43,"SerpantSkinPurple","","",1,0,0
4481,52,0,2729,1,3.5733110840282835e-43,"","","",1,0,125
4482,49,0,2730,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,115
4483,55,0,2734,1,3.5733110840282835e-43,"","","",0,0,0
4484,55,0,2736,1,3.5733110840282835e-43,"","","",0,0,121
4485,55,0,2737,1,3.5733110840282835e-43,"","","",0,0,59
4486,1,0,0,0.8500000238418579,3.5733110840282835e-43,"BasiliskSkinGreen","BasiliskCrystalSkinJade","",-1,0,0
4487,56,0,2738,1,3.5733110840282835e-43,"","","",0,0,53
4488,50,0,2741,1,3.5733110840282835e-43,"","","",1,0,45
4489,49,0,2742,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,116
4490,50,0,2743,1,3.5733110840282835e-43,"","","",1,0,113
4491,49,0,2744,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,48
4492,51,0,2745,1,3.5733110840282835e-43,"","","",0,0,62
4493,182,0,2746,1,3.5733110840282835e-43,"","","",1,0,106
4494,2208,0,1450,1,3.5733110840282835e-43,"","","",0,0,149
4495,51,0,2753,1,3.5733110840282835e-43,"","","",0,0,60
4496,52,0,2754,1,3.5733110840282835e-43,"","","",1,0,58
4497,51,0,2755,1,3.5733110840282835e-43,"","","",0,0,62
4498,52,0,2756,1,3.5733110840282835e-43,"","","",1,0,57
4499,51,0,2757,1,3.5733110840282835e-43,"","","",0,0,60
4500,52,0,2758,1,3.5733110840282835e-43,"","","",1,0,58
4501,51,0,2759,1,3.5733110840282835e-43,"","","",0,0,62
4502,52,0,2762,1,3.5733110840282835e-43,"","","",1,0,57
4503,51,0,2760,1,3.5733110840282835e-43,"","","",0,0,60
4504,52,0,2761,1,3.5733110840282835e-43,"","","",1,0,58
4506,51,0,2763,1,3.5733110840282835e-43,"","","",0,0,60
4508,51,0,2765,1,3.5733110840282835e-43,"","","",0,0,62
4510,60,0,2565,1.2000000476837158,3.5733110840282835e-43,"","","",1,0,172
4511,59,0,2766,1,3.5733110840282835e-43,"","","",1,0,69
4512,59,0,2767,1,3.5733110840282835e-43,"","","",1,0,69
4513,60,0,2768,1,3.5733110840282835e-43,"","","",1,0,70
4514,51,0,2769,1,3.5733110840282835e-43,"","","",1,0,61
4515,51,0,2770,1.100000023841858,3.5733110840282835e-43,"OrcNPCSkin","OrcMaleSamuHairSkin","",1,0,60
4516,59,0,2562,1,3.5733110840282835e-43,"","","",1,0,68
4517,59,0,2567,1,3.5733110840282835e-43,"","","",1,0,69
4518,59,0,2559,1,3.5733110840282835e-43,"","","",1,0,68
4519,59,0,2564,1.2000000476837158,3.5733110840282835e-43,"","","",1,0,67
4520,59,0,2566,1,3.5733110840282835e-43,"","","",1,0,68
4521,51,0,2771,1,3.5733110840282835e-43,"","","",0,0,60
4522,186,0,2787,1,3.5733110840282835e-43,"","","",1,0,73
4523,186,0,2788,1,3.5733110840282835e-43,"","","",1,0,74
4524,186,0,2786,1,3.5733110840282835e-43,"","","",1,0,75
4525,51,0,2789,1,3.5733110840282835e-43,"","","",0,0,128
4526,186,0,2793,1,3.5733110840282835e-43,"","","",1,0,73
4527,4015,0,2794,1.2000000476837158,3.5733110840282835e-43,"ThrallDoomplate","armorreflect_rainbow","",1,0,166
4528,58,0,2795,1,3.5733110840282835e-43,"","","",0,0,142
4529,60,0,2578,1,3.5733110840282835e-43,"","","",1,0,131
4530,49,0,2797,1,3.5733110840282835e-43,"","","",0,0,115
4531,49,0,2799,1,3.5733110840282835e-43,"","","",0,0,114
4532,185,0,2802,1,3.5733110840282835e-43,"","","",1,0,77
4533,60,0,2803,1,3.5733110840282835e-43,"","","",1,0,70
4534,185,0,2804,1,3.5733110840282835e-43,"","","",1,0,77
4535,81,0,0,0.8500000238418579,3.5733110840282835e-43,"SlimeSkinBlackpudding","","",-1,0,0
4536,52,0,2805,1,3.5733110840282835e-43,"","","",1,0,56
4537,185,0,2806,1,3.5733110840282835e-43,"","","",1,0,77
4538,60,0,2807,1,3.5733110840282835e-43,"","","",1,0,71
4539,51,0,2808,1,3.5733110840282835e-43,"","","",1,0,0
4540,185,0,2809,1,3.5733110840282835e-43,"","","",1,0,0
4541,60,0,2810,1,3.5733110840282835e-43,"","","",1,0,71
4542,59,0,2811,1,3.5733110840282835e-43,"","","",1,0,68
4543,51,0,2812,1,3.5733110840282835e-43,"","","",0,0,62
4544,51,0,2813,1,3.5733110840282835e-43,"","","",0,0,0
4545,51,0,2814,1,3.5733110840282835e-43,"","","",0,0,62
4546,52,0,2815,1,3.5733110840282835e-43,"","","",0,0,56
4547,51,0,2816,1,3.5733110840282835e-43,"","","",0,0,60
4548,51,0,2817,1,3.5733110840282835e-43,"","","",0,0,61
4549,51,0,2819,1,3.5733110840282835e-43,"","","",0,0,62
4550,51,0,2818,1,3.5733110840282835e-43,"","","",1,0,60
4551,51,0,2773,1,3.5733110840282835e-43,"","","",0,0,61
4552,51,0,2820,1,3.5733110840282835e-43,"","","",0,0,62
4553,49,0,2821,1,3.5733110840282835e-43,"","","",0,0,49
4554,51,0,2822,1,3.5733110840282835e-43,"","","",1,0,61
4555,51,0,2823,1,3.5733110840282835e-43,"","","",0,0,60
4556,51,0,2826,1,3.5733110840282835e-43,"","","",0,0,60
4557,49,0,2824,1,3.5733110840282835e-43,"","","",0,0,50
4558,50,0,2828,1,3.5733110840282835e-43,"","","",1,0,46
4559,51,0,2830,1,3.5733110840282835e-43,"","","",0,0,127
4560,51,0,2829,1,3.5733110840282835e-43,"","","",0,0,60
4561,51,0,2831,1,3.5733110840282835e-43,"","","",0,0,127
4562,51,0,2832,1,3.5733110840282835e-43,"","","",1,0,126
4563,51,0,2833,1,3.5733110840282835e-43,"","","",0,0,128
4564,51,0,2834,1,3.5733110840282835e-43,"","","",0,0,127
4565,51,0,2835,1,3.5733110840282835e-43,"","","",0,0,127
4566,373,0,0,0.6000000238418579,3.5733110840282835e-43,"OwlBrown","FIRE01_A","",0,0,0
4567,51,0,2836,1,3.5733110840282835e-43,"","","",0,0,61
4568,59,0,2560,1,3.5733110840282835e-43,"","","",1,0,67
4569,185,0,2724,1,3.5733110840282835e-43,"","","",1,0,76
4570,185,42,2838,1,3.5733110840282835e-43,"","","",1,0,0
4571,185,0,2839,1,3.5733110840282835e-43,"","","",1,0,0
4572,185,42,2840,1,3.5733110840282835e-43,"","","",1,0,0
4573,185,42,2841,1,3.5733110840282835e-43,"","","",1,0,0
4574,185,42,2843,1,3.5733110840282835e-43,"","","",1,0,0
4575,185,42,2842,1,3.5733110840282835e-43,"","","",1,0,0
4576,185,42,2844,1,3.5733110840282835e-43,"","","",1,0,0
4577,185,42,2845,1,3.5733110840282835e-43,"","","",1,0,0
4578,12,0,0,1.2999999523162842,3.5733110840282835e-43,"HarpyRed","ParticleFeather01","",1,0,0
4579,185,42,2846,1,3.5733110840282835e-43,"","","",1,0,0
4580,185,42,2847,1.2000000476837158,3.5733110840282835e-43,"","","",1,0,0
4581,185,42,2848,1.100000023841858,3.5733110840282835e-43,"","","",1,0,0
4582,185,0,2850,1.5,3.5733110840282835e-43,"","","",1,0,0
4583,3,0,0,1.2999999523162842,3.5733110840282835e-43,"CentaurSkinYellow","","",-1,0,0
4584,185,0,2848,1.100000023841858,3.5733110840282835e-43,"","","",1,0,0
4585,791,0,0,1.5,3.5733110840282835e-43,"WyvernSkin01","WyvernSkin02","",-1,0,0
4587,374,0,0,1,3.5733110840282835e-43,"","","",0,0,0
4588,375,0,0,1,3.5733110840282835e-43,"","","",0,0,0
4589,376,0,0,1,3.5733110840282835e-43,"","","",0,0,0
4590,377,0,0,1,3.5733110840282835e-43,"","","",0,0,0
4591,227,0,0,1,3.5733110840282835e-43,"OrcaSkinBlack","","",1,0,0
4592,49,0,2851,1,3.5733110840282835e-43,"","","",0,0,48
4593,49,0,2852,1,3.5733110840282835e-43,"","","",0,0,0
4594,51,0,2853,1,3.5733110840282835e-43,"","","",-1,0,0
4595,53,0,2854,1,3.5733110840282835e-43,"","","",1,0,36
4596,53,0,2855,1,3.5733110840282835e-43,"","","",1,0,37
4597,53,0,2856,1,3.5733110840282835e-43,"","","",1,0,100
4598,53,0,2857,1,3.5733110840282835e-43,"","","",1,0,36
4599,55,0,2858,1,3.5733110840282835e-43,"","","",1,0,54
4600,49,0,2859,1,3.5733110840282835e-43,"","","",0,0,0
4601,52,0,2861,1,3.5733110840282835e-43,"","","",0,0,58
4602,51,0,2747,1,3.5733110840282835e-43,"","","",0,0,60
4603,212,0,0,1.2000000476837158,3.5733110840282835e-43,"UnicornSkinBrownZebra","","",1,0,0
4604,59,0,2862,1,3.5733110840282835e-43,"","","",1,0,69
4605,60,0,2863,1,3.5733110840282835e-43,"","","",1,0,71
4606,110,0,0,0.699999988079071,3.5733110840282835e-43,"WaterElementalSkin","waterSpray5","Fire_Bright_Mod2x_A_blue",1,0,0
4607,160,0,0,0.5,3.5733110840282835e-43,"FireElementalSkin","Lavablood_drips","",1,0,0
4608,59,0,2864,1,3.5733110840282835e-43,"","","",1,0,132
4609,185,0,2866,1,3.5733110840282835e-43,"","","",1,0,78
4610,185,0,2867,1,3.5733110840282835e-43,"","","",1,0,140
4611,51,0,2869,1,3.5733110840282835e-43,"","","",0,0,62
4612,51,0,2868,1.100000023841858,3.5733110840282835e-43,"","","",0,0,126
4613,43,0,0,1,1.4293244336113134e-43,"WolfSkinCoyote","WolfSkinCoyoteAlpha","",-1,0,0
4614,60,0,2870,1,3.5733110840282835e-43,"","","",1,0,129
4615,373,0,0,0.25,3.5733110840282835e-43,"OwlBrown","FIRE01_A","",0,0,0
4616,185,0,2871,1,3.5733110840282835e-43,"","","",1,0,0
4617,49,0,2875,1,3.5733110840282835e-43,"","","",1,0,0
4618,50,0,2876,1,3.5733110840282835e-43,"","","",1,0,0
4619,50,0,2874,1,3.5733110840282835e-43,"","","",1,0,0
4620,49,0,2873,1,3.5733110840282835e-43,"","","",1,0,0
4621,185,0,2877,1.100000023841858,3.5733110840282835e-43,"","","",1,0,0
4622,185,0,2872,1,3.5733110840282835e-43,"","","",1,0,0
4623,185,0,2878,1.100000023841858,3.5733110840282835e-43,"","","",1,0,0
4624,185,0,2879,1,3.5733110840282835e-43,"","","",1,0,0
4625,185,0,2880,1,3.5733110840282835e-43,"","","",1,0,0
4626,114,0,0,1,3.5733110840282835e-43,"RabbitSkinBrown","","",0,0,0
4627,185,0,2881,1,3.5733110840282835e-43,"","","",1,0,0
4628,185,0,2882,1,3.5733110840282835e-43,"","","",1,0,0
4629,391,0,0,1,3.5733110840282835e-43,"ShadeSkin","smokewispsmall","",-1,0,0
4631,167,0,0,1.149999976158142,3.5733110840282835e-43,"ZombieSkinGreen","","",-1,0,0
4632,185,0,2883,1,3.5733110840282835e-43,"","","",1,0,0
4633,185,0,2885,1.399999976158142,3.5733110840282835e-43,"","","",1,0,0
4634,185,0,2884,1.600000023841858,3.5733110840282835e-43,"","","",1,0,0
4635,185,0,2886,1.100000023841858,3.5733110840282835e-43,"","","",1,0,0
4636,192,0,0,0.8999999761581421,3.5733110840282835e-43,"HyenaSkinYellow","","",1,0,0
4637,53,0,2887,1,3.5733110840282835e-43,"","","",1,0,0
4638,185,0,2888,1,3.5733110840282835e-43,"","","",-1,0,0
4639,185,0,2889,1,3.5733110840282835e-43,"","","",1,0,0
4640,53,0,2890,1,3.5733110840282835e-43,"","","",1,0,0
4641,49,0,2891,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,0
4642,392,0,0,1.399999976158142,3.5733110840282835e-43,"QuilBoarCasterSkinPink","QuilBoarCasterSkinPink_Alpha","",-1,0,0
4643,392,0,0,1.25,3.5733110840282835e-43,"QuilBoarCasterSkinBlack","QuilBoarCasterSkinBlack_Alpha","",1,0,0
4644,372,0,0,1.5,3.5733110840282835e-43,"QuilBoarSkinArmoredDeathsHead","QuilBoarSkinArmoredDeathsHead_Alpha","QuilBoarSkin_Alpha",1,0,0
4645,145,0,0,1.2000000476837158,3.5733110840282835e-43,"QuilBoarSkinDeathsHead","QuilBoarSkinDeathsHead_Alpha","",1,0,0
4646,145,0,0,1.399999976158142,3.5733110840282835e-43,"QuilBoarSkinArmoredDeathsHead","QuilBoarSkinDeathsHead_Alpha","QuilBoarSkin_Alpha",1,0,0
4647,392,0,0,1,3.5733110840282835e-43,"QuilBoarCasterSkinBeige","QuilBoarCasterSkinBeige_Alpha","",1,0,0
4648,59,0,2892,1,3.5733110840282835e-43,"","","",1,0,0
4649,57,0,2893,1,3.5733110840282835e-43,"","","",0,0,0
4652,372,0,0,1.600000023841858,3.5733110840282835e-43,"QuilBoarSkinArmoredWhite","QuilBoarSkinArmoredWhite_Alpha","QuilBoarSkin_Alpha",1,0,0
4653,372,0,0,1.100000023841858,3.5733110840282835e-43,"QuilBoarSkinArmoredBrown","QuilBoarSkinArmoredBrown_Alpha","QuilBoarSkin_Alpha",1,0,0
4656,51,0,2894,1,3.5733110840282835e-43,"","","",0,0,0
4657,51,0,2894,1,3.5733110840282835e-43,"","","",0,0,0
4658,372,0,0,1,3.5733110840282835e-43,"QuilBoarSkinArmoredBrown","QuilBoarSkinArmoredBrown_Alpha","QuilBoarSkin_Alpha",1,0,0
4660,49,0,2896,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,48
4661,185,0,2895,1.600000023841858,3.5733110840282835e-43,"","","",1,0,77
4663,185,0,2897,1,3.5733110840282835e-43,"","","",1,0,0
4664,49,0,2898,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,49
4665,58,0,2899,1,3.5733110840282835e-43,"","","",1,0,141
4666,51,0,2903,1,3.5733110840282835e-43,"","","",0,0,61
4667,49,0,2901,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,50
4668,49,0,2900,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,50
4669,50,0,1267,1,3.5733110840282835e-43,"","","",1,0,47
4670,50,0,2904,1,3.5733110840282835e-43,"","","",1,0,47
4671,49,0,2905,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,50
4672,49,0,2906,1,3.5733110840282835e-43,"HumanMaleCitizenLow","","",1,0,50
4673,50,0,2908,1,3.5733110840282835e-43,"","","",1,0,47
4674,50,0,2907,1,3.5733110840282835e-43,"","","",1,0,47
4675,50,0,2909,1,3.5733110840282835e-43,"","","",1,0,46
4676,49,0,2910,1,3.5733110840282835e-43,"","","",0,0,49
4677,50,0,2911,1,3.5733110840282835e-43,"","","",1,0,47
4678,315,0,0,1,3.5733110840282835e-43,"HighElfMaleHunter","HighElfMaleHair","",0,0,149
4679,49,0,2912,1,3.5733110840282835e-43,"","","",0,0,50
4680,317,0,0,1,3.5733110840282835e-43,"HighElfMaleWarrior","HighElfMaleHair","",0,0,149
4681,311,0,0,1,3.5733110840282835e-43,"HighElfFemaleHunter","HighElfFemaleHairSkin","",0,0,151
4682,311,0,0,1,3.5733110840282835e-43,"HighElfFemaleHunter","HighElfFemaleHairSkin","",0,0,151
4683,393,0,0,1,3.5733110840282835e-43,"","","",0,0,0
4684,49,0,2913,1,3.5733110840282835e-43,"","","",0,0,49
4685,51,0,2914,1,3.5733110840282835e-43,"","","",0,0,61
4686,49,0,2915,1,3.5733110840282835e-43,"","","",0,0,49
4688,29,0,0,1.149999976158142,3.5733110840282835e-43,"LostOne_Skin","LostOne_Skullbag","Yellow_Glow2",-1,0,0
4689,192,0,0,1,3.5733110840282835e-43,"HyenaSkinRed","","",1,0,0
4690,185,0,2916,1,3.5733110840282835e-43,"","","",1,0,76
4691,2209,0,13793,1,3.5733110840282835e-43,"","","",0,0,151
4692,49,0,2918,1,3.5733110840282835e-43,"","","",0,0,50
4693,49,0,2917,1,3.5733110840282835e-43,"","","",0,0,48
4694,51,0,2919,1,3.5733110840282835e-43,"","","",0,0,60
4695,60,0,2920,1,3.5733110840282835e-43,"","","",1,0,70
4696,51,0,2496,1,3.5733110840282835e-43,"","","",1,0,0
4697,51,0,2921,1,3.5733110840282835e-43,"","","",1,0,0
4698,52,0,2922,1,3.5733110840282835e-43,"","","",1,0,0
4699,51,0,2923,1,3.5733110840282835e-43,"","","",0,0,0
4700,52,0,2924,1,3.5733110840282835e-43,"","","",1,0,0
4701,51,0,2925,1,3.5733110840282835e-43,"","","",0,0,0
4702,52,0,2926,1,3.5733110840282835e-43,"","","",1,0,0
4703,51,0,2927,1,3.5733110840282835e-43,"","","",0,0,0
4704,52,0,2929,1,3.5733110840282835e-43,"","","",1,0,0
4705,51,0,2928,1,3.5733110840282835e-43,"","","",0,0,0
4706,52,0,2930,1,3.5733110840282835e-43,"","","",1,0,0
4707,51,0,2931,1,3.5733110840282835e-43,"","","",0,0,0
4708,52,0,2932,1,3.5733110840282835e-43,"","","",1,0,0
4709,51,0,2933,1,3.5733110840282835e-43,"","","",0,0,0
4710,52,0,2934,1,3.5733110840282835e-43,"","","",1,0,0
4711,185,0,2935,1,3.5733110840282835e-43,"","","",1,0,77
4712,186,0,2936,1,3.5733110840282835e-43,"","","",1,0,0
4713,66,0,0,1.2999999523162842,3.5733110840282835e-43,"BoarSkinBrownArmored","","",2,0,0
4714,66,0,0,1.5,3.5733110840282835e-43,"BoarSkinBlueArmored","","",2,0,0
4715,59,0,2937,1,3.5733110840282835e-43,"","","",1,0,67
4716,66,0,0,1,1.793662034335766e-43,"BoarSkinBrownArmored","","",2,0,0
4717,182,0,2938,1,3.5733110840282835e-43,"","","",1,0,44
4718,50,0,2939,1,3.5733110840282835e-43,"","","",1,0,0
4720,51,0,2940,1,3.5733110840282835e-43,"","","",0,0,0
4721,51,0,2941,1,3.5733110840282835e-43,"","","",0,0,0
4725,51,0,2961,1,3.5733110840282835e-43,"","","",1,0,60
4726,59,0,2965,1,3.5733110840282835e-43,"","","",1,0,134
4727,51,0,2790,1,3.5733110840282835e-43,"","","",0,0,126
4728,52,0,2966,1,3.5733110840282835e-43,"","","",1,0,56
4729,2209,0,12488,1,3.5733110840282835e-43,"","","",0,0,151
4730,2209,0,13098,1,3.5733110840282835e-43,"","","",1,0,151
4731,2209,0,13765,1,3.5733110840282835e-43,"","","",0,0,151
4732,411,189,0,0.10000000149011612,3.5733110840282835e-43,"BatSkinBrown01","BatSkinBrown02","",1,0,0
4733,411,189,0,0.15000000596046448,3.5733110840282835e-43,"BatSkinViolet01","BatSkinViolet02","",1,0,0
4734,411,189,0,0.15000000596046448,3.5733110840282835e-43,"BatSkinBrown01","BatSkinBrown02","",1,0,0
4735,411,189,0,0.44999998807907104,3.5733110840282835e-43,"BatSkinWhite01","BatSkinWhite02","",1,0,0
4745,145,0,0,1.149999976158142,3.5733110840282835e-43,"QuilBoarSkin","QuilBoarSkin_Alpha","",-1,0,0
4746,372,0,0,1.2999999523162842,3.5733110840282835e-43,"QuilBoarSkin","QuilBoarSkin_Alpha","QuilBoarSkin_Alpha",1,0,0
4747,372,0,0,1.399999976158142,3.5733110840282835e-43,"QuilBoarSkin","QuilBoarSkin_Alpha","QuilBoarSkin_Alpha",1,0,0
