id,raceId,sexId,baseSection,variationIndex,colorIndex,textureName_1,textureName_2,textureName_3,flags
509,1,1,1,13,4,"Character\Human\Female\HumanFemaleFaceLower13_04.blp","Character\Human\Female\HumanFemaleFaceUpper13_04.blp","",0
510,1,1,1,13,5,"Character\Human\Female\HumanFemaleFaceLower13_05.blp","Character\Human\Female\HumanFemaleFaceUpper13_05.blp","",0
511,1,1,1,13,6,"Character\Human\Female\HumanFemaleFaceLower13_06.blp","Character\Human\Female\HumanFemaleFaceUpper13_06.blp","",0
512,1,1,1,13,7,"Character\Human\Female\HumanFemaleFaceLower13_07.blp","Character\Human\Female\HumanFemaleFaceUpper13_07.blp","",0
513,1,1,1,13,8,"Character\Human\Female\HumanFemaleFaceLower13_08.blp","Character\Human\Female\HumanFemaleFaceUpper13_08.blp","",0
514,1,1,1,13,9,"Character\Human\Female\HumanFemaleFaceLower13_09.blp","Character\Human\Female\HumanFemaleFaceUpper13_09.blp","",0
515,1,1,1,14,0,"Character\Human\Female\HumanFemaleFaceLower14_00.blp","Character\Human\Female\HumanFemaleFaceUpper14_00.blp","",0
516,1,1,1,14,1,"Character\Human\Female\HumanFemaleFaceLower14_01.blp","Character\Human\Female\HumanFemaleFaceUpper14_01.blp","",0
517,1,1,1,14,2,"Character\Human\Female\HumanFemaleFaceLower14_02.blp","Character\Human\Female\HumanFemaleFaceUpper14_02.blp","",0
518,1,1,1,14,3,"Character\Human\Female\HumanFemaleFaceLower14_03.blp","Character\Human\Female\HumanFemaleFaceUpper14_03.blp","",0
519,1,1,1,14,4,"Character\Human\Female\HumanFemaleFaceLower14_04.blp","Character\Human\Female\HumanFemaleFaceUpper14_04.blp","",0
520,1,1,1,14,5,"Character\Human\Female\HumanFemaleFaceLower14_05.blp","Character\Human\Female\HumanFemaleFaceUpper14_05.blp","",0
521,1,1,1,14,6,"Character\Human\Female\HumanFemaleFaceLower14_06.blp","Character\Human\Female\HumanFemaleFaceUpper14_06.blp","",0
522,1,1,1,14,7,"Character\Human\Female\HumanFemaleFaceLower14_07.blp","Character\Human\Female\HumanFemaleFaceUpper14_07.blp","",0
523,1,1,1,14,8,"Character\Human\Female\HumanFemaleFaceLower14_08.blp","Character\Human\Female\HumanFemaleFaceUpper14_08.blp","",0
524,1,1,1,14,9,"Character\Human\Female\HumanFemaleFaceLower14_09.blp","Character\Human\Female\HumanFemaleFaceUpper14_09.blp","",0
525,1,1,3,0,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
526,1,1,3,0,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
527,1,1,3,0,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
528,1,1,3,0,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
529,1,1,3,0,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
530,1,1,3,0,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
531,1,1,3,0,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
532,1,1,3,0,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
533,1,1,3,0,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
534,1,1,3,0,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
535,1,1,3,1,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
536,1,1,3,1,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
537,1,1,3,1,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
538,1,1,3,1,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
539,1,1,3,1,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
540,1,1,3,1,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
541,1,1,3,1,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
542,1,1,3,1,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
543,1,1,3,1,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
544,1,1,3,1,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
545,1,1,3,2,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
546,1,1,3,2,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
547,1,1,3,2,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
548,1,1,3,2,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
549,1,1,3,2,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
550,1,1,3,2,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
551,1,1,3,2,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
552,1,1,3,2,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
553,1,1,3,2,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
554,1,1,3,2,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
555,1,1,3,3,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
556,1,1,3,3,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
557,1,1,3,3,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
558,1,1,3,3,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
559,1,1,3,3,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
560,1,1,3,3,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
561,1,1,3,3,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
562,1,1,3,3,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
563,1,1,3,3,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
564,1,1,3,3,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
565,1,1,3,4,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
566,1,1,3,4,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
567,1,1,3,4,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
568,1,1,3,4,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
569,1,1,3,4,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
570,1,1,3,4,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
571,1,1,3,4,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
572,1,1,3,4,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
573,1,1,3,4,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
574,1,1,3,4,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
575,1,1,3,5,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
576,1,1,3,5,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
577,1,1,3,5,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
578,1,1,3,5,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
579,1,1,3,5,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
580,1,1,3,5,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
581,1,1,3,5,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
582,1,1,3,5,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
583,1,1,3,5,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
584,1,1,3,5,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
585,1,1,3,6,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
586,1,1,3,6,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
587,1,1,3,6,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
588,1,1,3,6,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
589,1,1,3,6,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
590,1,1,3,6,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
591,1,1,3,6,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
592,1,1,3,6,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
593,1,1,3,6,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
594,1,1,3,6,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
595,1,1,3,7,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
596,1,1,3,7,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
597,1,1,3,7,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
598,1,1,3,7,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
599,1,1,3,7,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
600,1,1,3,7,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
601,1,1,3,7,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
602,1,1,3,7,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
603,1,1,3,7,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
604,1,1,3,7,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
605,1,1,3,8,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
606,1,1,3,8,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
607,1,1,3,8,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
608,1,1,3,8,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
609,1,1,3,8,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
610,1,1,3,8,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
611,1,1,3,8,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
612,1,1,3,8,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
613,1,1,3,8,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
614,1,1,3,8,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
615,1,1,3,9,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
616,1,1,3,9,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
617,1,1,3,9,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
618,1,1,3,9,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
619,1,1,3,9,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
620,1,1,3,9,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
621,1,1,3,9,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
622,1,1,3,9,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
623,1,1,3,9,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
624,1,1,3,9,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
625,1,1,3,10,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
626,1,1,3,10,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
627,1,1,3,10,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
628,1,1,3,10,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
629,1,1,3,10,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
630,1,1,3,10,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
631,1,1,3,10,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
632,1,1,3,10,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
633,1,1,3,10,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
634,1,1,3,10,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
635,1,1,3,11,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
636,1,1,3,11,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
637,1,1,3,11,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
638,1,1,3,11,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
639,1,1,3,11,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
640,1,1,3,11,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
641,1,1,3,11,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
642,1,1,3,11,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
643,1,1,3,11,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
644,1,1,3,11,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
645,1,1,3,12,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
646,1,1,3,12,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
647,1,1,3,12,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
648,1,1,3,12,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
649,1,1,3,12,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
650,1,1,3,12,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
651,1,1,3,12,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
652,1,1,3,12,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
653,1,1,3,12,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
654,1,1,3,12,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
655,1,1,3,13,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
656,1,1,3,13,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
657,1,1,3,13,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
658,1,1,3,13,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
659,1,1,3,13,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
660,1,1,3,13,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
661,1,1,3,13,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
662,1,1,3,13,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
663,1,1,3,13,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
664,1,1,3,13,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
665,1,1,3,14,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
666,1,1,3,14,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
667,1,1,3,14,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
668,1,1,3,14,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
669,1,1,3,14,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
670,1,1,3,14,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
671,1,1,3,14,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
672,1,1,3,14,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
673,1,1,3,14,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
674,1,1,3,14,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
675,1,1,3,15,0,"Character\Human\Hair00_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
676,1,1,3,15,1,"Character\Human\Hair00_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
677,1,1,3,15,2,"Character\Human\Hair00_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
678,1,1,3,15,3,"Character\Human\Hair00_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
679,1,1,3,15,4,"Character\Human\Hair00_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
680,1,1,3,15,5,"Character\Human\Hair00_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
681,1,1,3,15,6,"Character\Human\Hair00_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
682,1,1,3,15,7,"Character\Human\Hair00_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
683,1,1,3,15,8,"Character\Human\Hair00_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
684,1,1,3,15,9,"Character\Human\Hair00_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
685,1,1,3,16,0,"Character\Human\Hair01_00.blp","Character\Human\ScalpLowerHair00_00.blp","Character\Human\ScalpUpperHair00_00.blp",0
686,1,1,3,16,1,"Character\Human\Hair01_01.blp","Character\Human\ScalpLowerHair00_01.blp","Character\Human\ScalpUpperHair00_01.blp",0
687,1,1,3,16,2,"Character\Human\Hair01_02.blp","Character\Human\ScalpLowerHair00_02.blp","Character\Human\ScalpUpperHair00_02.blp",0
688,1,1,3,16,3,"Character\Human\Hair01_03.blp","Character\Human\ScalpLowerHair00_03.blp","Character\Human\ScalpUpperHair00_03.blp",0
689,1,1,3,16,4,"Character\Human\Hair01_04.blp","Character\Human\ScalpLowerHair00_04.blp","Character\Human\ScalpUpperHair00_04.blp",0
690,1,1,3,16,5,"Character\Human\Hair01_05.blp","Character\Human\ScalpLowerHair00_05.blp","Character\Human\ScalpUpperHair00_05.blp",0
691,1,1,3,16,6,"Character\Human\Hair01_06.blp","Character\Human\ScalpLowerHair00_06.blp","Character\Human\ScalpUpperHair00_06.blp",0
692,1,1,3,16,7,"Character\Human\Hair01_07.blp","Character\Human\ScalpLowerHair00_07.blp","Character\Human\ScalpUpperHair00_07.blp",0
693,1,1,3,16,8,"Character\Human\Hair01_08.blp","Character\Human\ScalpLowerHair00_08.blp","Character\Human\ScalpUpperHair00_08.blp",0
694,1,1,3,16,9,"Character\Human\Hair01_09.blp","Character\Human\ScalpLowerHair00_09.blp","Character\Human\ScalpUpperHair00_09.blp",0
